rgt,cycle,trans_type,lat_req,lon_req,asc_req,lon_actual,lat_actual,asc_actual,trans_file,crr_id,tdif,conflict,priority,accept,,,,
236,0,0,-31.315,14.283,1,,,,V2.0,,,,1,y,,,,
236,0,1,-32.158,-170.93,0,,,,V2.0,,,,1,y,,,,
237,0,0,18.656,-176.18,0,,,,V2.0,,,,1,y,,,,
237,0,1,58.867,1.0756,1,,,,V2.0,,,,1,y,,,,
237,0,0,0.62226,-6.0151,1,,,,V2.0,,,,1,y,,,,
237,0,1,-51.675,168,0,,,,V2.0,,,,1,y,,,,
238,0,0,15.462,160.53,0,,,,V2.0,,,,1,y,,,,
238,0,1,46.273,156.98,0,,,,V2.0,,,,1,y,,,,
238,0,0,71.643,151.38,0,,,,V2.0,,,,1,y,,,,
238,0,1,-43.268,143.18,0,,,,V2.0,,,,1,y,,,,
239,0,0,5.3867,137.93,0,,,,V2.0,,,,1,y,,,,
239,0,1,29.695,135.4,0,,,,V2.0,,,,1,y,,,,
239,0,0,72.908,127.2,0,,,,V2.0,,,,1,y,,,,
239,0,1,9.413,-52.371,1,,,,V2.0,,,,1,y,,,,
239,0,0,-42.3,-57.896,1,,,,V2.0,,,,1,y,,,,
239,0,1,-38.661,118.98,0,,,,V2.0,,,,1,y,,,,
240,0,0,76.831,101.28,0,,,,V2.0,,,,1,y,,,,
240,0,1,60.768,-69.401,1,,,,V2.0,,,,1,y,,,,
240,0,0,37.868,-72.915,1,,,,V2.0,,,,1,y,,,,
240,0,1,27.013,-74.157,1,,,,V2.0,,,,1,y,,,,
240,0,0,-15.214,-78.469,1,,,,V2.0,,,,1,y,,,,
241,0,1,18.18,89.394,0,,,,V2.0,,,,1,y,,,,
241,0,0,70.534,80.975,0,,,,V2.0,,,,1,y,,,,
241,0,1,60.93,-92.988,1,,,,V2.0,,,,1,y,,,,
241,0,0,12.948,-99.254,1,,,,V2.0,,,,1,y,,,,
242,0,1,21.534,65.422,0,,,,V2.0,,,,1,y,,,,
242,0,0,69.11,57.864,0,,,,V2.0,,,,1,y,,,,
242,0,1,69.162,-114.41,1,,,,V2.0,,,,1,y,,,,
242,0,0,30.217,-121.04,1,,,,V2.0,,,,1,y,,,,
242,0,1,-16.8,-125.87,1,,,,V2.0,,,,1,y,,,,
242,0,0,-31.152,-127.42,1,,,,V2.0,,,,1,y,,,,
242,0,1,-29.612,47.06,0,,,,V2.0,,,,1,y,,,,
243,0,0,66.897,34.94,0,,,,V2.0,,,,1,y,,,,
243,0,1,68.972,-138.09,1,,,,V2.0,,,,1,y,,,,
243,0,0,55.537,-141.26,1,,,,V2.0,,,,1,y,,,,
243,0,1,3.8265,-147.41,1,,,,V2.0,,,,1,y,,,,
243,0,0,-31.314,-151.05,1,,,,V2.0,,,,1,y,,,,
243,0,1,-37.566,24.364,0,,,,V2.0,,,,1,y,,,,
244,0,0,66.424,11.454,0,,,,V2.0,,,,1,y,,,,
244,0,1,20.782,-169.3,1,,,,V2.0,,,,1,y,,,,
244,0,0,-31.956,-174.75,1,,,,V2.0,,,,1,y,,,,
245,0,1,1.6907,-3.4127,0,,,,V2.0,,,,1,y,,,,
245,0,0,58.659,-10.356,0,,,,V2.0,,,,1,y,,,,
245,0,1,17.583,166.75,1,,,,V2.0,,,,1,y,,,,
245,0,0,-26.063,162.29,1,,,,V2.0,,,,1,y,,,,
246,0,1,71.365,151.95,1,,,,V2.0,,,,1,y,,,,
246,0,0,54.736,147.75,1,,,,V2.0,,,,1,y,,,,
246,0,1,4.9346,141.84,1,,,,V2.0,,,,1,y,,,,
246,0,0,-40.075,137.05,1,,,,V2.0,,,,1,y,,,,
246,0,1,-29.758,-47.397,0,,,,V2.0,,,,1,y,,,,
247,0,0,8.5833,-51.342,0,,,,V2.0,,,,1,y,,,,
247,0,1,72.625,128.87,1,,,,V2.0,,,,1,y,,,,
247,0,0,-37.85,113.71,1,,,,V2.0,,,,1,y,,,,
247,0,1,-59.726,-66.77,0,,,,V2.0,,,,1,y,,,,
248,0,0,54.86,-80.517,0,,,,V2.0,,,,1,y,,,,
248,0,1,77.181,107.95,1,,,,V2.0,,,,1,y,,,,
248,0,0,0.61399,94.172,1,,,,V2.0,,,,1,y,,,,
249,0,1,12.581,-98.983,0,,,,V2.0,,,,1,y,,,,
249,0,0,65.321,-106.33,0,,,,V2.0,,,,1,y,,,,
249,0,1,70.733,80.827,1,,,,V2.0,,,,1,y,,,,
249,0,0,13.099,71.81,1,,,,V2.0,,,,1,y,,,,
250,0,1,44.671,-126.22,0,,,,V2.0,,,,1,y,,,,
250,0,0,70.056,-131.42,0,,,,V2.0,,,,1,y,,,,
250,0,1,69.003,56.586,1,,,,V2.0,,,,1,y,,,,
250,0,0,-29.402,43.829,1,,,,V2.0,,,,1,y,,,,
250,0,1,-31.208,-141.71,0,,,,V2.0,,,,1,y,,,,
250,0,0,-1.3452,-144.82,0,,,,V2.0,,,,1,y,,,,
251,0,1,53.42,-151.14,0,,,,V2.0,,,,1,y,,,,
251,0,0,70.878,-155.36,0,,,,V2.0,,,,1,y,,,,
251,0,1,69.318,33.078,1,,,,V2.0,,,,1,y,,,,
251,0,0,-38.471,19.153,1,,,,V2.0,,,,1,y,,,,
251,0,1,-32.318,-165.2,0,,,,V2.0,,,,1,y,,,,
252,0,0,20.094,-170.62,0,,,,V2.0,,,,1,y,,,,
252,0,1,63.621,7.8198,1,,,,V2.0,,,,1,y,,,,
252,0,0,1.422,-0.22458,1,,,,V2.0,,,,1,y,,,,
252,0,1,-48.193,173.19,0,,,,V2.0,,,,1,y,,,,
253,0,0,19.3,165.85,0,,,,V2.0,,,,1,y,,,,
253,0,1,50.566,162.07,0,,,,V2.0,,,,1,y,,,,
253,0,0,70.853,157.41,0,,,,V2.0,,,,1,y,,,,
253,0,1,-47.077,149.41,0,,,,V2.0,,,,1,y,,,,
254,0,0,11.466,143.03,0,,,,V2.0,,,,1,y,,,,
254,0,1,31.131,140.95,0,,,,V2.0,,,,1,y,,,,
254,0,0,72.12,133.27,0,,,,V2.0,,,,1,y,,,,
254,0,1,3.33,-47.271,1,,,,V2.0,,,,1,y,,,,
254,0,0,-35.947,-51.4,1,,,,V2.0,,,,1,y,,,,
254,0,1,-38.344,124.65,0,,,,V2.0,,,,1,y,,,,
255,0,0,74.483,108.49,0,,,,V2.0,,,,1,y,,,,
255,0,1,59.173,-64.016,1,,,,V2.0,,,,1,y,,,,
255,0,0,40.25,-66.91,1,,,,V2.0,,,,1,y,,,,
255,0,1,23.49454,-68.82584,1,,,,V2.0,,,,1,y,,,,
255,0,0,-20.972,-73.356,1,,,,V2.0,,,,1,y,,,,
255,0,1,-3.888,97.333,0,,,,V2.0,,,,1,y,,,,
256,0,0,72.428,85.903,0,,,,V2.0,,,,1,y,,,,
256,0,1,59.183,-87.637,1,,,,V2.0,,,,1,y,,,,
256,0,0,11.343,-93.706,1,,,,V2.0,,,,1,y,,,,
257,0,1,15.937,71.715,0,,,,V2.0,,,,1,y,,,,
257,0,0,69.111,63.575,0,,,,V2.0,,,,1,y,,,,
257,0,1,65.999,-109.67,1,,,,V2.0,,,,1,y,,,,
257,0,0,23.984,-116.02,1,,,,V2.0,,,,1,y,,,,
258,0,1,0.89116,49.614,0,,,,V2.0,,,,1,y,,,,
258,0,0,67.213,40.557,0,,,,V2.0,,,,1,y,,,,
258,0,1,69.647,-132.15,1,,,,V2.0,,,,1,y,,,,
258,0,0,52.042,-136.13,1,,,,V2.0,,,,1,y,,,,
258,0,1,-1.7752,-142.26,1,,,,V2.0,,,,1,y,,,,
258,0,0,-31.474,-145.36,1,,,,V2.0,,,,1,y,,,,
258,0,1,-35.818,29.865,0,,,,V2.0,,,,1,y,,,,
259,0,0,69.585,16.165,0,,,,V2.0,,,,1,y,,,,
259,0,1,70.87,-155.31,1,,,,V2.0,,,,1,y,,,,
259,0,0,50.449,-159.99,1,,,,V2.0,,,,1,y,,,,
259,0,1,26.217,-163.01,1,,,,V2.0,,,,1,y,,,,
259,0,0,-31.797,-169.02,1,,,,V2.0,,,,1,y,,,,
260,0,1,1.8553,2.2808,0,,,,V2.0,,,,1,y,,,,
260,0,0,64.053,-5.8262,0,,,,V2.0,,,,1,y,,,,
260,0,1,15.178,172.21,1,,,,V2.0,,,,1,y,,,,
260,0,0,-33.554,167.16,1,,,,V2.0,,,,1,y,,,,
261,0,1,71.365,157.66,1,,,,V2.0,,,,1,y,,,,
261,0,0,54.418,153.4,1,,,,V2.0,,,,1,y,,,,
261,0,1,4.7749,147.54,1,,,,V2.0,,,,1,y,,,,
261,0,0,-43.565,142.31,1,,,,V2.0,,,,1,y,,,,
261,0,1,-27.052,-41.985,0,,,,V2.0,,,,1,y,,,,
262,0,0,2.6602,-45.037,0,,,,V2.0,,,,1,y,,,,
262,0,1,71.503,134.09,1,,,,V2.0,,,,1,y,,,,
262,0,0,-38.169,119.38,1,,,,V2.0,,,,1,y,,,,
262,0,1,-46.282,-63.277,0,,,,V2.0,,,,1,y,,,,
263,0,0,24.58,-70.905,0,,,,V2.0,,,,1,y,,,,
263,0,1,37.353,-72.349,0,,,,V2.0,,,,1,y,,,,
263,0,0,61.364,-76.055,0,,,,V2.0,,,,1,y,,,,
263,0,1,74.512,111.91,1,,,,V2.0,,,,1,y,,,,
263,0,0,-6.4267,99.177,1,,,,V2.0,,,,1,y,,,,
264,0,1,10.822,-93.095,0,,,,V2.0,,,,1,y,,,,
264,0,0,64.847,-100.49,0,,,,V2.0,,,,1,y,,,,
264,0,1,72.152,87.122,1,,,,V2.0,,,,1,y,,,,
264,0,0,4.1369,76.616,1,,,,V2.0,,,,1,y,,,,
265,0,1,28.248,-118.54,0,,,,V2.0,,,,1,y,,,,
265,0,0,68.963,-125.33,0,,,,V2.0,,,,1,y,,,,
265,0,1,68.996,62.293,1,,,,V2.0,,,,1,y,,,,
265,0,0,10.381,53.625,1,,,,V2.0,,,,1,y,,,,
265,0,1,-31.043,-136.02,0,,,,V2.0,,,,1,y,,,,
265,0,0,-4.3794,-138.81,0,,,,V2.0,,,,1,y,,,,
266,0,1,55.326,-145.75,0,,,,V2.0,,,,1,y,,,,
266,0,0,70.202,-149.39,0,,,,V2.0,,,,1,y,,,,
266,0,1,66.63,37.941,1,,,,V2.0,,,,1,y,,,,
266,0,0,-37.835,24.941,1,,,,V2.0,,,,1,y,,,,
266,0,1,-32.319,-159.49,0,,,,V2.0,,,,1,y,,,,
267,0,0,22.333,-165.14,0,,,,V2.0,,,,1,y,,,,
267,0,1,69.157,15.116,1,,,,V2.0,,,,1,y,,,,
267,0,0,-0.018425,5.3419,1,,,,V2.0,,,,1,y,,,,
267,0,1,-43.914,178.31,0,,,,V2.0,,,,1,y,,,,
268,0,0,15.14,171.99,0,,,,V2.0,,,,1,y,,,,
268,0,1,53.585,167.31,0,,,,V2.0,,,,1,y,,,,
268,0,0,69.59,163.59,0,,,,V2.0,,,,1,y,,,,
268,0,1,34.516,-14.651,1,,,,V2.0,,,,1,y,,,,
268,0,0,6.3786,-17.637,1,,,,V2.0,,,,1,y,,,,
268,0,1,-37.397,153.86,0,,,,V2.0,,,,1,y,,,,
269,0,0,12.106,148.68,0,,,,V2.0,,,,1,y,,,,
269,0,1,39.586,145.66,0,,,,V2.0,,,,1,y,,,,
269,0,0,71.463,139.26,0,,,,V2.0,,,,1,y,,,,
269,0,1,2.0509,-41.689,1,,,,V2.0,,,,1,y,,,,
269,0,0,-27.349,-44.712,1,,,,V2.0,,,,1,y,,,,
269,0,1,-35.642,130.03,0,,,,V2.0,,,,1,y,,,,
270,0,0,73.394,114.77,0,,,,V2.0,,,,1,y,,,,
270,0,1,58.063,-58.52,1,,,,V2.0,,,,1,y,,,,
270,0,0,40.41,-61.18,1,,,,V2.0,,,,1,y,,,,
270,0,1,21.41,-63.336,1,,,,V2.0,,,,1,y,,,,
270,0,0,-58.608,-72.622,1,,,,V2.0,,,,1,y,,,,
270,0,1,-9.1638,103.57,0,,,,V2.0,,,,1,y,,,,
271,0,0,76.519,89.307,0,,,,V2.0,,,,1,y,,,,
271,0,1,57.912,-82.171,1,,,,V2.0,,,,1,y,,,,
271,0,0,8.6212,-88.27,1,,,,V2.0,,,,1,y,,,,
272,0,1,4.4179,78.592,0,,,,V2.0,,,,1,y,,,,
272,0,0,68.797,69.392,0,,,,V2.0,,,,1,y,,,,
272,0,1,65.998,-103.96,1,,,,V2.0,,,,1,y,,,,
272,0,0,19.347,-110.79,1,,,,V2.0,,,,1,y,,,,
273,0,1,12.417,54.166,0,,,,V2.0,,,,1,y,,,,
273,0,0,68.48,45.874,0,,,,V2.0,,,,1,y,,,,
273,0,1,68.996,-126.66,1,,,,V2.0,,,,1,y,,,,
273,0,0,47.908,-131.04,1,,,,V2.0,,,,1,y,,,,
273,0,1,-5.7735,-136.95,1,,,,V2.0,,,,1,y,,,,
273,0,0,-30.995,-139.6,1,,,,V2.0,,,,1,y,,,,
273,0,1,-29.292,34.826,0,,,,V2.0,,,,1,y,,,,
274,0,0,71.322,21.219,0,,,,V2.0,,,,1,y,,,,
274,0,1,70.283,-149.82,1,,,,V2.0,,,,1,y,,,,
274,0,0,52.039,-154.04,1,,,,V2.0,,,,1,y,,,,
274,0,1,28.774,-157.02,1,,,,V2.0,,,,1,y,,,,
274,0,0,-31.636,-163.29,1,,,,V2.0,,,,1,y,,,,
274,0,1,-6.7775,8.8555,0,,,,V2.0,,,,1,y,,,,
275,0,0,57.712,1.2461,0,,,,V2.0,,,,1,y,,,,
275,0,1,5.2581,176.91,1,,,,V2.0,,,,1,y,,,,
275,0,0,-51.167,170.56,1,,,,V2.0,,,,1,y,,,,
276,0,1,69.63,162.71,1,,,,V2.0,,,,1,y,,,,
276,0,0,47.577,158.06,1,,,,V2.0,,,,1,y,,,,
276,0,1,12.613,154.04,1,,,,V2.0,,,,1,y,,,,
276,0,0,-47.533,147.48,1,,,,V2.0,,,,1,y,,,,
276,0,1,-17.155,-37.325,0,,,,V2.0,,,,1,y,,,,
277,0,0,0.57968,-39.119,0,,,,V2.0,,,,1,y,,,,
277,0,1,72.467,140.22,1,,,,V2.0,,,,1,y,,,,
277,0,0,28.446,132.09,1,,,,V2.0,,,,1,y,,,,
277,0,1,6.6943,129.82,1,,,,V2.0,,,,1,y,,,,
277,0,0,-37.056,125.22,1,,,,V2.0,,,,1,y,,,,
277,0,1,-42.634,-58.056,0,,,,V2.0,,,,1,y,,,,
278,0,0,22.023,-64.923,0,,,,V2.0,,,,1,y,,,,
278,0,1,41.178,-67.112,0,,,,V2.0,,,,1,y,,,,
278,0,0,61.206,-70.311,0,,,,V2.0,,,,1,y,,,,
278,0,1,73.569,117.12,1,,,,V2.0,,,,1,y,,,,
278,0,0,-10.583,104.47,1,,,,V2.0,,,,1,y,,,,
279,0,1,7.1423,-87.014,0,,,,V2.0,,,,1,y,,,,
279,0,0,61.521,-93.994,0,,,,V2.0,,,,1,y,,,,
279,0,1,77.496,96.004,1,,,,V2.0,,,,1,y,,,,
279,0,0,13.259,83.246,1,,,,V2.0,,,,1,y,,,,
280,0,1,19.936,-111.94,0,,,,V2.0,,,,1,y,,,,
280,0,0,68.981,-119.62,0,,,,V2.0,,,,1,y,,,,
280,0,1,68.998,68.002,1,,,,V2.0,,,,1,y,,,,
280,0,0,19.341,60.253,1,,,,V2.0,,,,1,y,,,,
280,0,1,-31.522,-130.26,0,,,,V2.0,,,,1,y,,,,
280,0,0,-11.418,-132.39,0,,,,V2.0,,,,1,y,,,,
281,0,1,55.172,-140.01,0,,,,V2.0,,,,1,y,,,,
281,0,0,69.588,-143.45,0,,,,V2.0,,,,1,y,,,,
281,0,1,67.892,44.028,1,,,,V2.0,,,,1,y,,,,
281,0,0,-34.182,31.086,1,,,,V2.0,,,,1,y,,,,
281,0,1,-31.52,-153.87,0,,,,V2.0,,,,1,y,,,,
282,0,0,26.965,-159.93,0,,,,V2.0,,,,1,y,,,,
282,0,1,70.581,21.339,1,,,,V2.0,,,,1,y,,,,
282,0,0,-8.0133,10.251,1,,,,V2.0,,,,1,y,,,,
282,0,1,-32.476,-177.39,0,,,,V2.0,,,,1,y,,,,
283,0,0,4.7346,178.75,0,,,,V2.0,,,,1,y,,,,
283,0,1,56.124,172.58,0,,,,V2.0,,,,1,y,,,,
283,0,0,69.903,169.19,0,,,,V2.0,,,,1,y,,,,
283,0,1,63.779,-4.3402,1,,,,V2.0,,,,1,y,,,,
283,0,0,2.8623,-12.279,1,,,,V2.0,,,,1,y,,,,
283,0,1,-23.547,158.01,0,,,,V2.0,,,,1,y,,,,
284,0,0,12.583,154.34,0,,,,V2.0,,,,1,y,,,,
284,0,1,54.7,149.21,0,,,,V2.0,,,,1,y,,,,
284,0,0,72.904,144.33,0,,,,V2.0,,,,1,y,,,,
284,0,1,-0.82428,-36.267,1,,,,V2.0,,,,1,y,,,,
284,0,0,-17.772,-37.984,1,,,,V2.0,,,,1,y,,,,
284,0,1,-39.458,136.21,0,,,,V2.0,,,,1,y,,,,
285,0,0,7.6266,131.22,0,,,,V2.0,,,,1,y,,,,
285,0,1,24.262,129.5,0,,,,V2.0,,,,1,y,,,,
285,0,0,72.907,120.72,0,,,,V2.0,,,,1,y,,,,
285,0,1,11.975,-58.6,1,,,,V2.0,,,,1,y,,,,
285,0,0,-50.858,-65.582,1,,,,V2.0,,,,1,y,,,,
285,0,1,-11.724,109.54,0,,,,V2.0,,,,1,y,,,,
286,0,0,76.993,94.668,0,,,,V2.0,,,,1,y,,,,
286,0,1,61.398,-75.755,1,,,,V2.0,,,,1,y,,,,
286,0,0,4.1369,-83.01,1,,,,V2.0,,,,1,y,,,,
287,0,1,13.698,83.366,0,,,,V2.0,,,,1,y,,,,
287,0,0,69.742,74.778,0,,,,V2.0,,,,1,y,,,,
287,0,1,64.577,-98.628,1,,,,V2.0,,,,1,y,,,,
287,0,0,15.192,-105.51,1,,,,V2.0,,,,1,y,,,,
288,0,1,16.895,59.418,0,,,,V2.0,,,,1,y,,,,
288,0,0,69.109,51.376,0,,,,V2.0,,,,1,y,,,,
288,0,1,69.322,-120.84,1,,,,V2.0,,,,1,y,,,,
288,0,0,43.774,-125.9,1,,,,V2.0,,,,1,y,,,,
288,0,1,-10.406,-131.71,1,,,,V2.0,,,,1,y,,,,
288,0,0,-31.149,-133.9,1,,,,V2.0,,,,1,y,,,,
288,0,1,-21.483,39.691,0,,,,V2.0,,,,1,y,,,,
289,0,0,71.476,26.867,0,,,,V2.0,,,,1,y,,,,
289,0,1,69.637,-144.35,1,,,,V2.0,,,,1,y,,,,
289,0,0,55.381,-147.78,1,,,,V2.0,,,,1,y,,,,
289,0,1,21.588,-152.09,1,,,,V2.0,,,,1,y,,,,
289,0,0,-31.153,-157.52,1,,,,V2.0,,,,1,y,,,,
289,0,1,-38.362,17.973,0,,,,V2.0,,,,1,y,,,,
290,0,0,63.099,5.8259,0,,,,V2.0,,,,1,y,,,,
290,0,1,15.985,-176.29,1,,,,V2.0,,,,1,y,,,,
290,0,0,-44.983,177.16,1,,,,V2.0,,,,1,y,,,,
291,0,1,2.016,-9.9335,0,,,,V2.0,,,,1,y,,,,
291,0,0,33.518,-13.24,0,,,,V2.0,,,,1,y,,,,
291,0,1,70.102,168.59,1,,,,V2.0,,,,1,y,,,,
291,0,0,55.371,164.99,1,,,,V2.0,,,,1,y,,,,
291,0,1,11.178,159.6,1,,,,V2.0,,,,1,y,,,,
291,0,0,-20.805,156.36,1,,,,V2.0,,,,1,y,,,,
292,0,1,72.313,145.86,1,,,,V2.0,,,,1,y,,,,
292,0,0,31.166,138.1,1,,,,V2.0,,,,1,y,,,,
292,0,1,3.0172,135.16,1,,,,V2.0,,,,1,y,,,,
292,0,0,-35.622,131.1,1,,,,V2.0,,,,1,y,,,,
292,0,1,-38.033,-52.924,0,,,,V2.0,,,,1,y,,,,
293,0,0,11.141,-58.089,0,,,,V2.0,,,,1,y,,,,
293,0,1,41.652,-61.463,0,,,,V2.0,,,,1,y,,,,
293,0,0,60.25,-64.4,0,,,,V2.0,,,,1,y,,,,
293,0,1,73.574,122.83,1,,,,V2.0,,,,1,y,,,,
293,0,0,-12.018,110.03,1,,,,V2.0,,,,1,y,,,,
293,0,1,-57.995,-73.599,0,,,,V2.0,,,,1,y,,,,
293,0,0,-40.099,-76.289,0,,,,V2.0,,,,1,y,,,,
293,0,1,-13.009,-79.28,0,,,,V2.0,,,,1,y,,,,
294,0,0,58.029,-87.574,0,,,,V2.0,,,,1,y,,,,
294,0,1,77.03,101.35,1,,,,V2.0,,,,1,y,,,,
294,0,0,18.062,89.449,1,,,,V2.0,,,,1,y,,,,
295,0,1,15.455,-105.77,0,,,,V2.0,,,,1,y,,,,
295,0,0,67.056,-113.3,0,,,,V2.0,,,,1,y,,,,
295,0,1,67.896,73.353,1,,,,V2.0,,,,1,y,,,,
295,0,0,21.264,66.165,1,,,,V2.0,,,,1,y,,,,
295,0,1,-31.684,-124.53,0,,,,V2.0,,,,1,y,,,,
295,0,0,-16.854,-126.12,0,,,,V2.0,,,,1,y,,,,
296,0,1,51.513,-133.7,0,,,,V2.0,,,,1,y,,,,
296,0,0,68.97,-137.53,0,,,,V2.0,,,,1,y,,,,
296,0,1,68.845,50.044,1,,,,V2.0,,,,1,y,,,,
296,0,0,-21.112,38.236,1,,,,V2.0,,,,1,y,,,,
296,0,1,-31.365,-148.18,0,,,,V2.0,,,,1,y,,,,
297,0,0,22.971,-153.79,0,,,,V2.0,,,,1,y,,,,
297,0,1,71.369,27.36,1,,,,V2.0,,,,1,y,,,,
297,0,0,-29.086,13.755,1,,,,V2.0,,,,1,y,,,,
297,0,1,-32.157,-171.71,0,,,,V2.0,,,,1,y,,,,
298,0,0,16.091,-176.69,0,,,,V2.0,,,,1,y,,,,
298,0,1,58.713,0.26711,1,,,,V2.0,,,,1,y,,,,
298,0,0,0.94802,-6.761,1,,,,V2.0,,,,1,y,,,,
298,0,1,-25.626,163.94,0,,,,V2.0,,,,1,y,,,,
299,0,0,14.219,159.91,0,,,,V2.0,,,,1,y,,,,
299,0,1,46.904,156.12,0,,,,V2.0,,,,1,y,,,,
299,0,0,71.637,150.6,0,,,,V2.0,,,,1,y,,,,
299,0,1,-42.322,142.28,0,,,,V2.0,,,,1,y,,,,
300,0,0,4.581,137.24,0,,,,V2.0,,,,1,y,,,,
300,0,1,29.849,134.6,0,,,,V2.0,,,,1,y,,,,
300,0,0,73.06,126.35,0,,,,V2.0,,,,1,y,,,,
300,0,1,9.4189,-53.149,1,,,,V2.0,,,,1,y,,,,
300,0,0,-42.136,-58.653,1,,,,V2.0,,,,1,y,,,,
300,0,1,-38.349,118.16,0,,,,V2.0,,,,1,y,,,,
301,0,0,77.145,100.26,0,,,,V2.0,,,,1,y,,,,
301,0,1,60.926,-70.146,1,,,,V2.0,,,,1,y,,,,
301,0,0,37.389,-73.751,1,,,,V2.0,,,,1,y,,,,
301,0,1,26.055,-75.04,1,,,,V2.0,,,,1,y,,,,
301,0,0,-13.936,-79.117,1,,,,V2.0,,,,1,y,,,,
302,0,1,18.34,88.599,0,,,,V2.0,,,,1,y,,,,
302,0,0,70.219,80.315,0,,,,V2.0,,,,1,y,,,,
302,0,1,60.93,-93.767,1,,,,V2.0,,,,1,y,,,,
302,0,0,13.268,-100,1,,,,V2.0,,,,1,y,,,,
303,0,1,21.369,64.661,0,,,,V2.0,,,,1,y,,,,
303,0,0,68.789,57.194,0,,,,V2.0,,,,1,y,,,,
303,0,1,69.484,-115.08,1,,,,V2.0,,,,1,y,,,,
303,0,0,30.382,-121.8,1,,,,V2.0,,,,1,y,,,,
303,0,1,-15.995,-126.57,1,,,,V2.0,,,,1,y,,,,
303,0,0,-30.987,-128.18,1,,,,V2.0,,,,1,y,,,,
303,0,1,-29.3,46.246,0,,,,V2.0,,,,1,y,,,,
304,0,0,68.314,33.727,0,,,,V2.0,,,,1,y,,,,
304,0,1,69.483,-138.69,1,,,,V2.0,,,,1,y,,,,
304,0,0,56.019,-141.95,1,,,,V2.0,,,,1,y,,,,
304,0,1,5.753,-148,1,,,,V2.0,,,,1,y,,,,
304,0,0,-31.149,-151.81,1,,,,V2.0,,,,1,y,,,,
304,0,1,-37.413,23.567,0,,,,V2.0,,,,1,y,,,,
305,0,0,65.786,10.853,0,,,,V2.0,,,,1,y,,,,
305,0,1,20.308,-170.13,1,,,,V2.0,,,,1,y,,,,
305,0,0,-32.109,-175.54,1,,,,V2.0,,,,1,y,,,,
306,0,1,1.2114,-4.1433,0,,,,V2.0,,,,1,y,,,,
306,0,0,57.708,-10.953,0,,,,V2.0,,,,1,y,,,,
306,0,1,18.063,166.02,1,,,,V2.0,,,,1,y,,,,
306,0,0,-23.513,161.79,1,,,,V2.0,,,,1,y,,,,
307,0,1,71.68,151.3,1,,,,V2.0,,,,1,y,,,,
307,0,0,55.053,147.02,1,,,,V2.0,,,,1,y,,,,
307,0,1,6.6949,141.24,1,,,,V2.0,,,,1,y,,,,
307,0,0,-39.916,136.29,1,,,,V2.0,,,,1,y,,,,
307,0,1,-31.827,-47.942,0,,,,V2.0,,,,1,y,,,,
308,0,0,8.8976,-52.152,0,,,,V2.0,,,,1,y,,,,
308,0,1,43.401,-55.98,0,,,,V2.0,,,,1,y,,,,
308,0,0,58.661,-58.372,0,,,,V2.0,,,,1,y,,,,
308,0,1,72.789,128.16,1,,,,V2.0,,,,1,y,,,,
308,0,0,-34.028,113.38,1,,,,V2.0,,,,1,y,,,,
308,0,1,-59.89,-67.516,0,,,,V2.0,,,,1,y,,,,
309,0,0,56.283,-81.544,0,,,,V2.0,,,,1,y,,,,
309,0,1,77.657,107.56,1,,,,V2.0,,,,1,y,,,,
309,0,0,2.8609,93.618,1,,,,V2.0,,,,1,y,,,,
310,0,1,12.895,-99.794,0,,,,V2.0,,,,1,y,,,,
310,0,0,64.999,-107.02,0,,,,V2.0,,,,1,y,,,,
310,0,1,70.108,79.812,1,,,,V2.0,,,,1,y,,,,
310,0,0,16.786,71.409,1,,,,V2.0,,,,1,y,,,,
311,0,1,45.626,-127.13,0,,,,V2.0,,,,1,y,,,,
311,0,0,69.62,-132.04,0,,,,V2.0,,,,1,y,,,,
311,0,1,68.529,55.65,1,,,,V2.0,,,,1,y,,,,
311,0,0,-28.765,43.121,1,,,,V2.0,,,,1,y,,,,
311,0,1,-31.048,-142.51,0,,,,V2.0,,,,1,y,,,,
311,0,0,-0.86494,-145.65,0,,,,V2.0,,,,1,y,,,,
312,0,1,53.261,-151.89,0,,,,V2.0,,,,1,y,,,,
312,0,0,70.859,-156.13,0,,,,V2.0,,,,1,y,,,,
312,0,1,69.792,32.467,1,,,,V2.0,,,,1,y,,,,
312,0,0,-38.154,18.413,1,,,,V2.0,,,,1,y,,,,
312,0,1,-32.318,-165.98,0,,,,V2.0,,,,1,y,,,,
313,0,0,19.615,-171.35,0,,,,V2.0,,,,1,y,,,,
313,0,1,63.305,6.965,1,,,,V2.0,,,,1,y,,,,
313,0,0,1.582,-0.98724,1,,,,V2.0,,,,1,y,,,,
313,0,1,-48.985,172.52,0,,,,V2.0,,,,1,y,,,,
314,0,0,18.494,165.15,0,,,,V2.0,,,,1,y,,,,
314,0,1,49.924,161.39,0,,,,V2.0,,,,1,y,,,,
314,0,0,71.163,156.51,0,,,,V2.0,,,,1,y,,,,
314,0,1,-47.083,148.63,0,,,,V2.0,,,,1,y,,,,
315,0,0,5.0586,142.9,0,,,,V2.0,,,,1,y,,,,
315,0,1,27.771,140.54,0,,,,V2.0,,,,1,y,,,,
315,0,0,72.113,132.49,0,,,,V2.0,,,,1,y,,,,
315,0,1,3.8164,-48.001,1,,,,V2.0,,,,1,y,,,,
315,0,0,-36.735,-52.273,1,,,,V2.0,,,,1,y,,,,
