rgt,cycle,trans_type,lat_req,lon_req,asc_req,lon_actual,lat_actual,asc_actual,trans_file,crr_id,tdif,conflict,priority,accept,,,,
623,0,0,-32.649,-126.55,1,,,,V2.0,,,,1,y,,,,
623,0,1,-28.114,47.932,0,,,,V2.0,,,,1,y,,,,
624,0,0,69.332,35.204,0,,,,V2.0,,,,1,y,,,,
624,0,1,69.007,-137.04,1,,,,V2.0,,,,1,y,,,,
624,0,0,56.108,-140.12,1,,,,V2.0,,,,1,y,,,,
624,0,1,-1.1984,-146.88,1,,,,V2.0,,,,1,y,,,,
624,0,0,-30.423,-149.92,1,,,,V2.0,,,,1,y,,,,
624,0,1,-37.025,25.337,0,,,,V2.0,,,,1,y,,,,
625,0,0,71.07,10.935,0,,,,V2.0,,,,1,y,,,,
625,0,1,19.439,-168.4,1,,,,V2.0,,,,1,y,,,,
625,0,0,-31.224,-173.63,1,,,,V2.0,,,,1,y,,,,
626,0,1,1.7557,-2.3812,0,,,,V2.0,,,,1,y,,,,
626,0,0,61.419,-9.8864,0,,,,V2.0,,,,1,y,,,,
626,0,1,16.88,167.71,1,,,,V2.0,,,,1,y,,,,
626,0,0,-25.33,163.41,1,,,,V2.0,,,,1,y,,,,
627,0,1,70.901,152.8,1,,,,V2.0,,,,1,y,,,,
627,0,0,56.259,149.05,1,,,,V2.0,,,,1,y,,,,
627,0,1,13.673,143.76,1,,,,V2.0,,,,1,y,,,,
627,0,0,-39.185,138.2,1,,,,V2.0,,,,1,y,,,,
627,0,1,-28.26,-46.525,0,,,,V2.0,,,,1,y,,,,
628,0,0,5.6078,-50.005,0,,,,V2.0,,,,1,y,,,,
628,0,1,71.3,129.33,1,,,,V2.0,,,,1,y,,,,
628,0,0,-38.232,114.7,1,,,,V2.0,,,,1,y,,,,
628,0,1,-59.504,-65.777,0,,,,V2.0,,,,1,y,,,,
629,0,0,57.147,-79.884,0,,,,V2.0,,,,1,y,,,,
629,0,1,75.706,107.95,1,,,,V2.0,,,,1,y,,,,
629,0,0,-1.8507,94.964,1,,,,V2.0,,,,1,y,,,,
630,0,1,12.807,-97.968,0,,,,V2.0,,,,1,y,,,,
630,0,0,66.652,-105.66,0,,,,V2.0,,,,1,y,,,,
630,0,1,70.827,81.902,1,,,,V2.0,,,,1,y,,,,
630,0,0,10.955,72.63,1,,,,V2.0,,,,1,y,,,,
631,0,1,34.694,-123.94,0,,,,V2.0,,,,1,y,,,,
631,0,0,69.605,-130.22,0,,,,V2.0,,,,1,y,,,,
631,0,1,69.097,57.656,1,,,,V2.0,,,,1,y,,,,
631,0,0,-28.988,44.913,1,,,,V2.0,,,,1,y,,,,
631,0,1,-31.302,-140.66,0,,,,V2.0,,,,1,y,,,,
631,0,0,-3.9996,-143.52,0,,,,V2.0,,,,1,y,,,,
632,0,1,55.391,-150.43,0,,,,V2.0,,,,1,y,,,,
632,0,0,70.844,-154.3,0,,,,V2.0,,,,1,y,,,,
632,0,1,67.515,33.532,1,,,,V2.0,,,,1,y,,,,
632,0,0,-38.217,20.222,1,,,,V2.0,,,,1,y,,,,
632,0,1,-31.458,-164.26,0,,,,V2.0,,,,1,y,,,,
633,0,0,20.64,-169.64,0,,,,V2.0,,,,1,y,,,,
633,0,1,62.607,8.6179,1,,,,V2.0,,,,1,y,,,,
633,0,0,1.9977,0.87112,1,,,,V2.0,,,,1,y,,,,
633,0,1,-49.079,174.36,0,,,,V2.0,,,,1,y,,,,
634,0,0,23.203,166.47,0,,,,V2.0,,,,1,y,,,,
634,0,1,51.585,162.95,0,,,,V2.0,,,,1,y,,,,
634,0,0,71.233,158.3,0,,,,V2.0,,,,1,y,,,,
634,0,1,-44.634,150.11,0,,,,V2.0,,,,1,y,,,,
635,0,0,11.372,144.08,0,,,,V2.0,,,,1,y,,,,
635,0,1,31.995,141.89,0,,,,V2.0,,,,1,y,,,,
635,0,0,71.395,134.61,0,,,,V2.0,,,,1,y,,,,
635,0,1,2.4655,-46.32,1,,,,V2.0,,,,1,y,,,,
635,0,0,-35.056,-50.257,1,,,,V2.0,,,,1,y,,,,
635,0,1,-37.167,125.54,0,,,,V2.0,,,,1,y,,,,
636,0,0,74.855,109.32,0,,,,V2.0,,,,1,y,,,,
636,0,1,61.018,-62.597,1,,,,V2.0,,,,1,y,,,,
636,0,0,40.033,-65.899,1,,,,V2.0,,,,1,y,,,,
636,0,1,21.991,-67.947,1,,,,V2.0,,,,1,y,,,,
636,0,0,-55.505,-76.723,1,,,,V2.0,,,,1,y,,,,
636,0,1,-5.748,98.557,0,,,,V2.0,,,,1,y,,,,
637,0,0,72.808,86.767,0,,,,V2.0,,,,1,y,,,,
637,0,1,58.801,-86.674,1,,,,V2.0,,,,1,y,,,,
637,0,0,10.798,-92.723,1,,,,V2.0,,,,1,y,,,,
638,0,1,10.883,73.269,0,,,,V2.0,,,,1,y,,,,
638,0,0,69.492,64.482,0,,,,V2.0,,,,1,y,,,,
638,0,1,66.093,-108.61,1,,,,V2.0,,,,1,y,,,,
638,0,0,23.599,-115.02,1,,,,V2.0,,,,1,y,,,,
639,0,1,2.3975,50.502,0,,,,V2.0,,,,1,y,,,,
639,0,0,68.385,41.232,0,,,,V2.0,,,,1,y,,,,
639,0,1,69.619,-131.12,1,,,,V2.0,,,,1,y,,,,
639,0,0,51.659,-135.15,1,,,,V2.0,,,,1,y,,,,
639,0,1,-3.5991,-141.41,1,,,,V2.0,,,,1,y,,,,
639,0,0,-31.379,-144.31,1,,,,V2.0,,,,1,y,,,,
639,0,1,-34.799,30.783,0,,,,V2.0,,,,1,y,,,,
640,0,0,68.228,17.66,0,,,,V2.0,,,,1,y,,,,
640,0,1,70.831,-154.28,1,,,,V2.0,,,,1,y,,,,
640,0,0,52.292,-158.67,1,,,,V2.0,,,,1,y,,,,
640,0,1,27.59,-161.82,1,,,,V2.0,,,,1,y,,,,
640,0,0,-31.542,-167.95,1,,,,V2.0,,,,1,y,,,,
641,0,1,3.1948,3.1848,0,,,,V2.0,,,,1,y,,,,
641,0,0,64.111,-4.8024,0,,,,V2.0,,,,1,y,,,,
641,0,1,12.72,173,1,,,,V2.0,,,,1,y,,,,
641,0,0,-51.543,165.83,1,,,,V2.0,,,,1,y,,,,
642,0,1,71.301,158.67,1,,,,V2.0,,,,1,y,,,,
642,0,0,50.858,153.87,1,,,,V2.0,,,,1,y,,,,
642,0,1,13.353,149.44,1,,,,V2.0,,,,1,y,,,,
642,0,0,-44.58,143.21,1,,,,V2.0,,,,1,y,,,,
642,0,1,-26.191,-41.041,0,,,,V2.0,,,,1,y,,,,
643,0,0,3.41256,-44.07413,0,,,,V2.0,,,,1,y,,,,
643,0,1,71.773,135.24,1,,,,V2.0,,,,1,y,,,,
643,0,0,-37.12,120.54,1,,,,V2.0,,,,1,y,,,,
643,0,1,-44.949,-62.422,0,,,,V2.0,,,,1,y,,,,
644,0,0,22.887,-69.686,0,,,,V2.0,,,,1,y,,,,
644,0,1,37.896,-71.377,0,,,,V2.0,,,,1,y,,,,
644,0,0,61.587,-75.066,0,,,,V2.0,,,,1,y,,,,
644,0,1,74.449,112.91,1,,,,V2.0,,,,1,y,,,,
644,0,0,-6.9703,100.16,1,,,,V2.0,,,,1,y,,,,
645,0,1,10.887,-92.063,0,,,,V2.0,,,,1,y,,,,
645,0,0,64.753,-99.432,0,,,,V2.0,,,,1,y,,,,
645,0,1,75.551,89.939,1,,,,V2.0,,,,1,y,,,,
645,0,0,4.8733,77.728,1,,,,V2.0,,,,1,y,,,,
646,0,1,27.035,-117.37,0,,,,V2.0,,,,1,y,,,,
646,0,0,68.928,-124.28,0,,,,V2.0,,,,1,y,,,,
646,0,1,68.933,63.31,1,,,,V2.0,,,,1,y,,,,
646,0,0,11.917,54.818,1,,,,V2.0,,,,1,y,,,,
646,0,1,-29.704,-135.13,0,,,,V2.0,,,,1,y,,,,
646,0,0,-7.9934,-137.41,0,,,,V2.0,,,,1,y,,,,
647,0,1,56.343,-144.89,0,,,,V2.0,,,,1,y,,,,
647,0,0,70.595,-148.5,0,,,,V2.0,,,,1,y,,,,
647,0,1,66.567,38.961,1,,,,V2.0,,,,1,y,,,,
647,0,0,-37.104,26.067,1,,,,V2.0,,,,1,y,,,,
647,0,1,-30.822,-158.63,0,,,,V2.0,,,,1,y,,,,
648,0,0,22.717,-164.15,0,,,,V2.0,,,,1,y,,,,
648,0,1,67.514,15.623,1,,,,V2.0,,,,1,y,,,,
648,0,0,-4.7214,5.9091,1,,,,V2.0,,,,1,y,,,,
648,0,1,-43.057,179.23,0,,,,V2.0,,,,1,y,,,,
649,0,0,11.364,173.41,0,,,,V2.0,,,,1,y,,,,
649,0,1,56.032,167.93,0,,,,V2.0,,,,1,y,,,,
649,0,0,69.496,164.66,0,,,,V2.0,,,,1,y,,,,
649,0,1,32.698,-13.824,1,,,,V2.0,,,,1,y,,,,
649,0,0,7.1157,-16.525,1,,,,V2.0,,,,1,y,,,,
649,0,1,-16.616,152.61,0,,,,V2.0,,,,1,y,,,,
650,0,0,13.931,149.53,0,,,,V2.0,,,,1,y,,,,
650,0,1,56.037,144.31,0,,,,V2.0,,,,1,y,,,,
650,0,0,72.183,139.99,0,,,,V2.0,,,,1,y,,,,
650,0,1,0.70778,-40.786,1,,,,V2.0,,,,1,y,,,,
650,0,0,-26.774,-43.611,1,,,,V2.0,,,,1,y,,,,
650,0,1,-34.783,130.97,0,,,,V2.0,,,,1,y,,,,
651,0,0,74.232,115.38,0,,,,V2.0,,,,1,y,,,,
651,0,1,22.626,-62.17,1,,,,V2.0,,,,1,y,,,,
651,0,0,-58.67,-71.596,1,,,,V2.0,,,,1,y,,,,
651,0,1,-9.8983,104.69,0,,,,V2.0,,,,1,y,,,,
652,0,0,76.336,90.458,0,,,,V2.0,,,,1,y,,,,
652,0,1,56.103,-81.464,1,,,,V2.0,,,,1,y,,,,
652,0,0,7.9179,-87.303,1,,,,V2.0,,,,1,y,,,,
653,0,1,4.9632,79.575,0,,,,V2.0,,,,1,y,,,,
653,0,0,69.492,70.193,0,,,,V2.0,,,,1,y,,,,
653,0,1,66.568,-102.76,1,,,,V2.0,,,,1,y,,,,
653,0,0,19.444,-109.75,1,,,,V2.0,,,,1,y,,,,
654,0,1,13.442,55.1,0,,,,V2.0,,,,1,y,,,,
654,0,0,68.069,47.044,0,,,,V2.0,,,,1,y,,,,
654,0,1,69.032,-125.61,1,,,,V2.0,,,,1,y,,,,
654,0,0,47.208,-130.1,1,,,,V2.0,,,,1,y,,,,
654,0,1,-9.3544,-136.28,1,,,,V2.0,,,,1,y,,,,
654,0,0,-29.943,-138.44,1,,,,V2.0,,,,1,y,,,,
654,0,1,-28.431,35.769,0,,,,V2.0,,,,1,y,,,,
655,0,0,70.597,22.543,0,,,,V2.0,,,,1,y,,,,
655,0,1,69.412,-149.1,1,,,,V2.0,,,,1,y,,,,
655,0,0,54.201,-152.65,1,,,,V2.0,,,,1,y,,,,
655,0,1,26.315,-156.25,1,,,,V2.0,,,,1,y,,,,
655,0,0,-31.061,-162.19,1,,,,V2.0,,,,1,y,,,,
655,0,1,-6.073,9.8227,0,,,,V2.0,,,,1,y,,,,
656,0,0,56.348,2.5345,0,,,,V2.0,,,,1,y,,,,
656,0,1,4.8754,177.91,1,,,,V2.0,,,,1,y,,,,
656,0,0,-50.438,171.71,1,,,,V2.0,,,,1,y,,,,
657,0,1,6.5599,-15.061,0,,,,V2.0,,,,1,y,,,,
657,0,0,34.059,-17.974,0,,,,V2.0,,,,1,y,,,,
657,0,1,69.725,163.78,1,,,,V2.0,,,,1,y,,,,
657,0,0,57.055,160.62,1,,,,V2.0,,,,1,y,,,,
657,0,1,10.636,154.88,1,,,,V2.0,,,,1,y,,,,
657,0,0,-46.479,148.66,1,,,,V2.0,,,,1,y,,,,
657,0,1,-15.66,-36.441,0,,,,V2.0,,,,1,y,,,,
657,0,0,-0.14957,-38.007,0,,,,V2.0,,,,1,y,,,,
658,0,1,73.192,141.59,1,,,,V2.0,,,,1,y,,,,
658,0,0,29.501,133.24,1,,,,V2.0,,,,1,y,,,,
658,0,1,8.0717,131,1,,,,V2.0,,,,1,y,,,,
658,0,0,-36.006,126.39,1,,,,V2.0,,,,1,y,,,,
658,0,1,-42.094,-57.088,0,,,,V2.0,,,,1,y,,,,
659,0,0,22.247,-63.908,0,,,,V2.0,,,,1,y,,,,
659,0,1,40.446,-65.982,0,,,,V2.0,,,,1,y,,,,
659,0,0,61.269,-69.287,0,,,,V2.0,,,,1,y,,,,
659,0,1,73.664,118.21,1,,,,V2.0,,,,1,y,,,,
659,0,0,-11.126,105.45,1,,,,V2.0,,,,1,y,,,,
660,0,1,6.247,-85.886,0,,,,V2.0,,,,1,y,,,,
660,0,0,59.841,-92.601,0,,,,V2.0,,,,1,y,,,,
660,0,1,77.4818,97.0304,1,,,,V2.0,,,,1,y,,,,
660,0,0,14.082,84.365,1,,,,V2.0,,,,1,y,,,,
661,0,1,19.681,-110.87,0,,,,V2.0,,,,1,y,,,,
661,0,0,70.125,-118.98,0,,,,V2.0,,,,1,y,,,,
661,0,1,69.567,69.235,1,,,,V2.0,,,,1,y,,,,
661,0,0,21.836,61.553,1,,,,V2.0,,,,1,y,,,,
661,0,1,-30.025,-129.39,0,,,,V2.0,,,,1,y,,,,
661,0,0,-12.632,-131.23,0,,,,V2.0,,,,1,y,,,,
662,0,1,55.394,-139.01,0,,,,V2.0,,,,1,y,,,,
662,0,0,69.809,-142.49,0,,,,V2.0,,,,1,y,,,,
662,0,1,67.355,44.901,1,,,,V2.0,,,,1,y,,,,
662,0,0,-32.335,32.337,1,,,,V2.0,,,,1,y,,,,
662,0,1,-30.978,-152.9,0,,,,V2.0,,,,1,y,,,,
663,0,0,27.349,-158.93,0,,,,V2.0,,,,1,y,,,,
663,0,1,70.361,22.294,1,,,,V2.0,,,,1,y,,,,
663,0,0,-11.753,10.91,1,,,,V2.0,,,,1,y,,,,
663,0,1,-31.776,-176.43,0,,,,V2.0,,,,1,y,,,,
664,0,0,5.5991,179.7,0,,,,V2.0,,,,1,y,,,,
664,0,1,57.15397,173.43447,0,,,,V2.0,,,,1,y,,,,
664,0,0,69.492,170.37,0,,,,V2.0,,,,1,y,,,,
664,0,1,63.4,-3.3941,1,,,,V2.0,,,,1,y,,,,
664,0,0,2.6399,-11.264,1,,,,V2.0,,,,1,y,,,,
664,0,1,-18.057,158.47,0,,,,V2.0,,,,1,y,,,,
665,0,0,7.5261,155.89,0,,,,V2.0,,,,1,y,,,,
665,0,1,55.557,150.1,0,,,,V2.0,,,,1,y,,,,
665,0,0,72.967,145.34,0,,,,V2.0,,,,1,y,,,,
665,0,1,-39.236,137.22,0,,,,V2.0,,,,1,y,,,,
666,0,0,10.091,132.01,0,,,,V2.0,,,,1,y,,,,
666,0,1,24.486,130.52,0,,,,V2.0,,,,1,y,,,,
666,0,0,73.285,121.57,0,,,,V2.0,,,,1,y,,,,
666,0,1,11.272,-57.633,1,,,,V2.0,,,,1,y,,,,
666,0,0,-46.485,-63.907,1,,,,V2.0,,,,1,y,,,,
666,0,1,-11.499,110.56,0,,,,V2.0,,,,1,y,,,,
667,0,0,75.8,96.544,0,,,,V2.0,,,,1,y,,,,
667,0,1,61.335,-74.73,1,,,,V2.0,,,,1,y,,,,
667,0,0,3.9139,-81.994,1,,,,V2.0,,,,1,y,,,,
668,0,1,14.082,84.365,0,,,,V2.0,,,,1,y,,,,
668,0,0,70.121,75.679,0,,,,V2.0,,,,1,y,,,,
668,0,1,64.515,-97.607,1,,,,V2.0,,,,1,y,,,,
668,0,0,14.969,-104.5,1,,,,V2.0,,,,1,y,,,,
669,0,1,17.759,60.366,0,,,,V2.0,,,,1,y,,,,
669,0,0,67.908,52.806,0,,,,V2.0,,,,1,y,,,,
669,0,1,69.734,-119.66,1,,,,V2.0,,,,1,y,,,,
669,0,0,36.061,-125.82,1,,,,V2.0,,,,1,y,,,,
669,0,1,-12.866,-130.92,1,,,,V2.0,,,,1,y,,,,
669,0,0,-30.416,-132.78,1,,,,V2.0,,,,1,y,,,,
669,0,1,-20.143,40.588,0,,,,V2.0,,,,1,y,,,,
670,0,0,70.592,28.257,0,,,,V2.0,,,,1,y,,,,
670,0,1,69.89,-143.22,1,,,,V2.0,,,,1,y,,,,
670,0,0,56.429,-146.55,1,,,,V2.0,,,,1,y,,,,
670,0,1,12.888,-151.95,1,,,,V2.0,,,,1,y,,,,
670,0,0,-30.896,-156.46,1,,,,V2.0,,,,1,y,,,,
670,0,1,-37.98,18.964,0,,,,V2.0,,,,1,y,,,,
671,0,0,66.961,5.8489,0,,,,V2.0,,,,1,y,,,,
671,0,1,11.763,-175.68,1,,,,V2.0,,,,1,y,,,,
671,0,0,-43.935,178.34,1,,,,V2.0,,,,1,y,,,,
672,0,1,1.28,-8.8218,0,,,,V2.0,,,,1,y,,,,
672,0,0,32.944,-12.136,0,,,,V2.0,,,,1,y,,,,
672,0,1,69.25,169.32,1,,,,V2.0,,,,1,y,,,,
672,0,0,56.738,166.27,1,,,,V2.0,,,,1,y,,,,
672,0,1,15.436,161.07,1,,,,V2.0,,,,1,y,,,,
672,0,0,-23.898,157.07,1,,,,V2.0,,,,1,y,,,,
673,0,1,71.305,146.47,1,,,,V2.0,,,,1,y,,,,
673,0,0,29.346,138.93,1,,,,V2.0,,,,1,y,,,,
673,0,1,11.597,137.06,1,,,,V2.0,,,,1,y,,,,
673,0,0,-36.479,132.04,1,,,,V2.0,,,,1,y,,,,
673,0,1,-37.333,-51.97,0,,,,V2.0,,,,1,y,,,,
674,0,0,10.086,-56.944,0,,,,V2.0,,,,1,y,,,,
674,0,1,41.875,-60.454,0,,,,V2.0,,,,1,y,,,,
674,0,0,60.63,-63.442,0,,,,V2.0,,,,1,y,,,,
674,0,1,74.456,124.34,1,,,,V2.0,,,,1,y,,,,
674,0,0,-11.921,111.08,1,,,,V2.0,,,,1,y,,,,
674,0,1,-58.563,-72.452,0,,,,V2.0,,,,1,y,,,,
674,0,0,-36.062,-75.743,0,,,,V2.0,,,,1,y,,,,
674,0,1,-15.021,-78.036,0,,,,V2.0,,,,1,y,,,,
675,0,0,59.362,-86.795,0,,,,V2.0,,,,1,y,,,,
675,0,1,77.9049,103.0969,1,,,,V2.0,,,,1,y,,,,
675,0,0,18.479,90.531,1,,,,V2.0,,,,1,y,,,,
676,0,1,14.4,-104.62,0,,,,V2.0,,,,1,y,,,,
676,0,0,67.436,-112.38,0,,,,V2.0,,,,1,y,,,,
676,0,1,69.887,75.059,1,,,,V2.0,,,,1,y,,,,
676,0,0,20.081,67.079,1,,,,V2.0,,,,1,y,,,,
676,0,1,-31.92999,-123.46128,0,,,,V2.0,,,,1,y,,,,
676,0,0,-18.98472,-124.86445,0,,,,V2.0,,,,1,y,,,,
677,0,1,48.396,-132.19,0,,,,V2.0,,,,1,y,,,,
677,0,0,69.015,-136.5,0,,,,V2.0,,,,1,y,,,,
677,0,1,69.414,51.276,1,,,,V2.0,,,,1,y,,,,
677,0,0,-21.654,39.217,1,,,,V2.0,,,,1,y,,,,
677,0,1,-30.824,-147.21,0,,,,V2.0,,,,1,y,,,,
678,0,0,10.391,-151.45,0,,,,V2.0,,,,1,y,,,,
678,0,1,52.525,-156.44,0,,,,V2.0,,,,1,y,,,,
678,0,0,70.431,-160.64,0,,,,V2.0,,,,1,y,,,,
678,0,1,70.682,28.125,1,,,,V2.0,,,,1,y,,,,
678,0,0,-31.531,14.518,1,,,,V2.0,,,,1,y,,,,
678,0,1,-30.826,-170.82,0,,,,V2.0,,,,1,y,,,,
679,0,0,7.8343,-174.81,0,,,,V2.0,,,,1,y,,,,
679,0,1,58.016,1.1708,1,,,,V2.0,,,,1,y,,,,
679,0,0,1.0451,-5.7134,1,,,,V2.0,,,,1,y,,,,
679,0,1,-53.358,168.53,0,,,,V2.0,,,,1,y,,,,
680,0,0,16.481,160.69,0,,,,V2.0,,,,1,y,,,,
680,0,1,46.49,157.21,0,,,,V2.0,,,,1,y,,,,
680,0,0,71.069,151.87,0,,,,V2.0,,,,1,y,,,,
680,0,1,-44.48,143.6,0,,,,V2.0,,,,1,y,,,,
681,0,0,13.607,137.36,0,,,,V2.0,,,,1,y,,,,
681,0,1,29.115,135.72,0,,,,V2.0,,,,1,y,,,,
681,0,0,73.595,127.12,0,,,,V2.0,,,,1,y,,,,
681,0,1,8.7155,-52.182,1,,,,V2.0,,,,1,y,,,,
681,0,0,-41.881,-57.582,1,,,,V2.0,,,,1,y,,,,
681,0,1,-38.285,119.19,0,,,,V2.0,,,,1,y,,,,
682,0,0,77.678,100.87,0,,,,V2.0,,,,1,y,,,,
682,0,1,61.338,-69.019,1,,,,V2.0,,,,1,y,,,,
682,0,0,37.485,-72.701,1,,,,V2.0,,,,1,y,,,,
682,0,1,28.867,-73.694,1,,,,V2.0,,,,1,y,,,,
682,0,0,-15.277,-78.216,1,,,,V2.0,,,,1,y,,,,
683,0,1,18.565,89.613,0,,,,V2.0,,,,1,y,,,,
683,0,0,71.071,81.026,0,,,,V2.0,,,,1,y,,,,
683,0,1,61.342,-92.64,1,,,,V2.0,,,,1,y,,,,
683,0,0,12.724,-99.017,1,,,,V2.0,,,,1,y,,,,
684,0,1,22.073,65.625,0,,,,V2.0,,,,1,y,,,,
684,0,0,69.484,57.995,0,,,,V2.0,,,,1,y,,,,
684,0,1,69.579,-114,1,,,,V2.0,,,,1,y,,,,
684,0,0,30.319,-120.77,1,,,,V2.0,,,,1,y,,,,
684,0,1,-18.65423,-125.80646,1,,,,V2.0,,,,1,y,,,,
684,0,0,-31.79098,-127.22848,1,,,,V2.0,,,,1,y,,,,
684,0,1,-28.598,47.207,0,,,,V2.0,,,,1,y,,,,
685,0,0,69.641,34.317,0,,,,V2.0,,,,1,y,,,,
685,0,1,68.63,-137.94,1,,,,V2.0,,,,1,y,,,,
685,0,0,56.115,-140.9,1,,,,V2.0,,,,1,y,,,,
685,0,1,-2.4716,-147.78,1,,,,V2.0,,,,1,y,,,,
685,0,0,-30.894,-150.75,1,,,,V2.0,,,,1,y,,,,
685,0,1,-37.985,24.674,0,,,,V2.0,,,,1,y,,,,
686,0,0,65.058,12.086,0,,,,V2.0,,,,1,y,,,,
686,0,1,12.886,-169.86,1,,,,V2.0,,,,1,y,,,,
686,0,0,-31.217,-174.4,1,,,,V2.0,,,,1,y,,,,
687,0,1,1.2758,-3.1118,0,,,,V2.0,,,,1,y,,,,
687,0,0,59.992,-10.363,0,,,,V2.0,,,,1,y,,,,
687,0,1,17.68,167.02,1,,,,V2.0,,,,1,y,,,,
687,0,0,-28.517,162.28,1,,,,V2.0,,,,1,y,,,,
688,0,1,71.617,152.31,1,,,,V2.0,,,,1,y,,,,
688,0,0,56.101,148.24,1,,,,V2.0,,,,1,y,,,,
688,0,1,13.673,142.98,1,,,,V2.0,,,,1,y,,,,
688,0,0,-39.661,137.36,1,,,,V2.0,,,,1,y,,,,
688,0,1,-29.375,-47.18,0,,,,V2.0,,,,1,y,,,,
689,0,0,8.322,-51.056,0,,,,V2.0,,,,1,y,,,,
689,0,1,71.78,128.75,1,,,,V2.0,,,,1,y,,,,
689,0,0,-38.384,113.9,1,,,,V2.0,,,,1,y,,,,
689,0,1,-59.037,-66.649,0,,,,V2.0,,,,1,y,,,,
690,0,0,54.441,-80.186,0,,,,V2.0,,,,1,y,,,,
690,0,1,76.498,107.71,1,,,,V2.0,,,,1,y,,,,
690,0,0,-1.3636,94.234,1,,,,V2.0,,,,1,y,,,,
691,0,1,12.48,-98.714,0,,,,V2.0,,,,1,y,,,,
691,0,0,66.012,-106.26,0,,,,V2.0,,,,1,y,,,,
691,0,1,71.307,81.314,1,,,,V2.0,,,,1,y,,,,
691,0,0,13.042,72.063,1,,,,V2.0,,,,1,y,,,,
692,0,1,44.417,-125.93,0,,,,V2.0,,,,1,y,,,,
692,0,0,70.12,-131.18,0,,,,V2.0,,,,1,y,,,,
692,0,1,67.676,56.418,1,,,,V2.0,,,,1,y,,,,
692,0,0,-29.306,44.099,1,,,,V2.0,,,,1,y,,,,
692,0,1,-30.983,-141.48,0,,,,V2.0,,,,1,y,,,,
692,0,0,-5.4397,-144.15,0,,,,V2.0,,,,1,y,,,,
693,0,1,55.073,-151.15,0,,,,V2.0,,,,1,y,,,,
693,0,0,71.384,-155.3,0,,,,V2.0,,,,1,y,,,,
693,0,1,69.096,33.262,1,,,,V2.0,,,,1,y,,,,
693,0,0,-38.376,19.424,1,,,,V2.0,,,,1,y,,,,
693,0,1,-30.98,-165.1,0,,,,V2.0,,,,1,y,,,,
694,0,0,11.514,-169.48,0,,,,V2.0,,,,1,y,,,,
694,0,1,67.994,9.2836,1,,,,V2.0,,,,1,y,,,,
694,0,0,1.8447,0.077094,1,,,,V2.0,,,,1,y,,,,
694,0,1,-47.977,173.42,0,,,,V2.0,,,,1,y,,,,
695,0,0,16.959,166.35,0,,,,V2.0,,,,1,y,,,,
695,0,1,50.942,162.27,0,,,,V2.0,,,,1,y,,,,
695,0,0,71.384,157.46,0,,,,V2.0,,,,1,y,,,,
695,0,1,-47.177,149.68,0,,,,V2.0,,,,1,y,,,,
696,0,0,12.485,143.19,0,,,,V2.0,,,,1,y,,,,
696,0,1,30.87,141.24,0,,,,V2.0,,,,1,y,,,,
696,0,0,71.389,133.84,0,,,,V2.0,,,,1,y,,,,
696,0,1,2.6324,-47.082,1,,,,V2.0,,,,1,y,,,,
696,0,0,-35.368,-51.072,1,,,,V2.0,,,,1,y,,,,
696,0,1,-37.968,124.86,0,,,,V2.0,,,,1,y,,,,
697,0,0,75.012,108.45,0,,,,V2.0,,,,1,y,,,,
697,0,1,59.909,-63.608,1,,,,V2.0,,,,1,y,,,,
697,0,0,40.193,-66.658,1,,,,V2.0,,,,1,y,,,,
697,0,1,22.951,-68.624,1,,,,V2.0,,,,1,y,,,,
697,0,0,-20.71,-73.07,1,,,,V2.0,,,,1,y,,,,
697,0,1,-4.1489,97.618,0,,,,V2.0,,,,1,y,,,,
698,0,0,72.807,85.989,0,,,,V2.0,,,,1,y,,,,
698,0,1,58.643,-87.483,1,,,,V2.0,,,,1,y,,,,
698,0,0,11.279,-93.453,1,,,,V2.0,,,,1,y,,,,
699,0,1,15.836,71.985,0,,,,V2.0,,,,1,y,,,,
699,0,0,69.327,63.76,0,,,,V2.0,,,,1,y,,,,
699,0,1,66.416,-109.29,1,,,,V2.0,,,,1,y,,,,
699,0,0,23.766,-115.78,1,,,,V2.0,,,,1,y,,,,
700,0,1,2.0704,49.756,0,,,,V2.0,,,,1,y,,,,
700,0,0,67.588,40.704,0,,,,V2.0,,,,1,y,,,,
700,0,1,69.735,-131.86,1,,,,V2.0,,,,1,y,,,,
700,0,0,52.143,-135.85,1,,,,V2.0,,,,1,y,,,,
700,0,1,-3.4324,-142.17,1,,,,V2.0,,,,1,y,,,,
700,0,0,-31.372,-145.09,1,,,,V2.0,,,,1,y,,,,
700,0,1,-35.283,30.061,0,,,,V2.0,,,,1,y,,,,
701,0,0,69.327,16.515,0,,,,V2.0,,,,1,y,,,,
701,0,1,70.838,-155.06,1,,,,V2.0,,,,1,y,,,,
701,0,0,57.064,-158.63,1,,,,V2.0,,,,1,y,,,,
701,0,1,26.798,-162.69,1,,,,V2.0,,,,1,y,,,,
701,0,0,-31.058,-168.67,1,,,,V2.0,,,,1,y,,,,
702,0,1,2.8745,2.4383,0,,,,V2.0,,,,1,y,,,,
702,0,0,63.002,-5.3129,0,,,,V2.0,,,,1,y,,,,
702,0,1,14.001,172.35,1,,,,V2.0,,,,1,y,,,,
702,0,0,-27.41579,168.11209,1,,,,V2.0,,,,1,y,,,,
703,0,1,71.459,157.95,1,,,,V2.0,,,,1,y,,,,
703,0,0,55.784,153.9,1,,,,V2.0,,,,1,y,,,,
