rgt,trans_type,lat,lon
219,0,69.745,-119.11
219,1,68.683,68.675
219,0,21.261,61.233
219,1,-31.045,-129.53
219,0,-12.218,-131.53
220,1,55.488,-139.28
220,0,69.903,-142.79
220,1,68.525,45.008
220,0,-32.59,32.048
220,1,-31.679,-153.08
221,0,26.651,-159.12
221,1,70.892,22.238
221,0,-9.138,10.916
221,1,-31.993,-176.66
222,0,3.7798,179.62
222,1,56.288,173.33
222,0,70.382,169.79
222,1,62.824,-3.7898
222,0,2.5369,-11.533
222,1,-23.86,158.82
223,0,9.2279,155.46
223,1,54.387,150.04
223,0,72.594,145.25
223,1,-39.929,137.04
224,0,9.5462,131.81
224,1,24.102,130.3
224,0,73.221,121.34
224,1,11.336,-57.886
224,0,-46.263,-64.135
224,1,-12.044,110.35
225,0,76.992,95.448
225,1,61.082,-75.044
225,0,3.8175,-82.263
226,1,14.504,84.062
226,0,69.432,75.666
226,1,64.097,-97.971
226,0,14.707,-104.78
227,1,18.02,60.08
227,0,69.114,52.153
227,1,69.001,-120.17
227,0,37.395,-125.92
227,1,-12.329,-131.13
227,0,-30.996,-133.11
227,1,-21.159,40.436
228,0,71.481,27.644
228,1,69.619,-143.58
228,0,55.534,-146.97
228,1,17.585,-151.73
228,0,-31.476,-156.78
228,1,-38.038,18.712
229,0,63.098,6.6047
229,1,16.626,-175.44
229,0,-34.34,179.27
230,1,1.2149,-9.0748
230,0,32.879,-12.388
230,1,69.314,169.08
230,0,54.737,165.66
230,1,11.66,160.43
230,0,-14.097,157.84
231,1,72.15,146.57
231,0,30.841,138.84
231,1,3.9719,136.04
231,0,-35.786,131.86
231,1,-38.027,-52.146
232,0,10.507,-57.246
232,1,40.701,-60.564
232,0,61.682,-63.928
232,1,74.041,123.85
232,0,-12.183,110.79
232,1,-59.095,-72.608
232,0,-35.485,-76.071
232,1,-15.08,-78.289
233,0,58.194,-86.827
233,1,78.0389,102.9547
233,0,18.377,90.261
234,1,15.135,-104.95
234,0,66.581,-112.38
234,1,69.319,74.598
234,0,19.825,66.792
234,1,-32.321,-123.68
234,0,-17.972,-125.23
235,1,48.331,-132.44
235,0,68.988,-136.75
235,1,68.372,50.667
235,0,-21.271,38.998
235,1,-31.366,-147.4
236,0,21.851,-152.89
236,1,51.672,-156.57
236,0,70.228,-160.82
236,1,71.213,28.075
236,0,-31.315,14.283
236,1,-32.158,-170.93
237,0,18.656,-176.18
237,1,58.867,1.0756
237,0,0.62226,-6.0151
237,1,-51.675,168.0
238,0,15.462,160.53
238,1,46.273,156.98
238,0,71.643,151.38
238,1,-43.268,143.18
239,0,5.3867,137.93
239,1,29.695,135.4
239,0,72.908,127.2
239,1,9.413,-52.371
239,0,-42.3,-57.896
239,1,-38.661,118.98
240,0,76.831,101.28
240,1,60.768,-69.401
240,0,37.868,-72.915
240,1,27.013,-74.157
240,0,-15.214,-78.469
241,1,18.18,89.394
241,0,70.534,80.975
241,1,60.93,-92.988
241,0,12.948,-99.254
242,1,21.534,65.422
242,0,69.11,57.864
242,1,69.162,-114.41
242,0,30.217,-121.04
242,1,-16.8,-125.87
242,0,-31.152,-127.42
242,1,-29.612,47.06
243,0,66.897,34.94
243,1,68.972,-138.09
243,0,55.537,-141.26
243,1,3.8265,-147.41
243,0,-31.314,-151.05
243,1,-37.566,24.364
244,0,66.424,11.454
244,1,20.782,-169.3
244,0,-31.956,-174.75
245,1,1.6907,-3.4127
245,0,58.659,-10.356
245,1,17.583,166.75
245,0,-26.063,162.29
246,1,71.365,151.95
246,0,54.736,147.75
246,1,4.9346,141.84
246,0,-40.075,137.05
246,1,-29.758,-47.397
247,0,8.5833,-51.342
247,1,72.625,128.87
247,0,-37.85,113.71
247,1,-59.726,-66.77
248,0,54.86,-80.517
248,1,77.181,107.95
248,0,0.61399,94.172
249,1,12.581,-98.983
249,0,65.321,-106.33
249,1,70.733,80.827
249,0,13.099,71.81
250,1,44.671,-126.22
250,0,70.056,-131.42
250,1,69.003,56.586
250,0,-29.402,43.829
250,1,-31.208,-141.71
250,0,-1.3452,-144.82
251,1,53.42,-151.14
251,0,70.878,-155.36
251,1,69.318,33.078
251,0,-38.471,19.153
251,1,-32.318,-165.2
252,0,20.094,-170.62
252,1,63.621,7.8198
252,0,1.422,-0.22458
252,1,-48.193,173.19
253,0,19.3,165.85
253,1,50.566,162.07
253,0,70.853,157.41
253,1,-47.077,149.41
254,0,11.466,143.03
254,1,31.131,140.95
254,0,72.12,133.27
254,1,3.33,-47.271
254,0,-35.947,-51.4
254,1,-38.344,124.65
255,0,74.483,108.49
255,1,59.173,-64.016
255,0,40.25,-66.91
255,1,23.49454,-68.82584
255,0,-20.972,-73.356
255,1,-3.888,97.333
256,0,72.428,85.903
256,1,59.183,-87.637
256,0,11.343,-93.706
257,1,15.937,71.715
257,0,69.111,63.575
257,1,65.999,-109.67
257,0,23.984,-116.02
258,1,0.89116,49.614
258,0,67.213,40.557
258,1,69.647,-132.15
258,0,52.042,-136.13
258,1,-1.7752,-142.26
258,0,-31.474,-145.36
258,1,-35.818,29.865
259,0,69.585,16.165
259,1,70.87,-155.31
259,0,50.449,-159.99
259,1,26.217,-163.01
259,0,-31.797,-169.02
260,1,1.8553,2.2808
260,0,64.053,-5.8262
260,1,15.178,172.21
260,0,-33.554,167.16
261,1,71.365,157.66
261,0,54.418,153.4
261,1,4.7749,147.54
261,0,-43.565,142.31
261,1,-27.052,-41.985
262,0,2.6602,-45.037
262,1,71.503,134.09
262,0,-38.169,119.38
262,1,-46.282,-63.277
263,0,24.58,-70.905
263,1,37.353,-72.349
263,0,61.364,-76.055
263,1,74.512,111.91
263,0,-6.4267,99.177
264,1,10.822,-93.095
264,0,64.847,-100.49
264,1,72.152,87.122
264,0,4.1369,76.616
265,1,28.248,-118.54
265,0,68.963,-125.33
265,1,68.996,62.293
265,0,10.381,53.625
265,1,-31.043,-136.02
265,0,-4.3794,-138.81
266,1,55.326,-145.75
266,0,70.202,-149.39
266,1,66.63,37.941
266,0,-37.835,24.941
266,1,-32.319,-159.49
267,0,22.333,-165.14
267,1,69.157,15.116
267,0,-0.018425,5.3419
267,1,-43.914,178.31
268,0,15.14,171.99
268,1,53.585,167.31
268,0,69.59,163.59
268,1,34.516,-14.651
268,0,6.3786,-17.637
268,1,-37.397,153.86
269,0,12.106,148.68
269,1,39.586,145.66
269,0,71.463,139.26
269,1,2.0509,-41.689
269,0,-27.349,-44.712
269,1,-35.642,130.03
270,0,73.394,114.77
270,1,58.063,-58.52
270,0,40.41,-61.18
270,1,21.41,-63.336
270,0,-58.608,-72.622
270,1,-9.1638,103.57
271,0,76.519,89.307
271,1,57.912,-82.171
271,0,8.6212,-88.27
272,1,4.4179,78.592
272,0,68.797,69.392
272,1,65.998,-103.96
272,0,19.347,-110.79
273,1,12.417,54.166
273,0,68.48,45.874
273,1,68.996,-126.66
273,0,47.908,-131.04
273,1,-5.7735,-136.95
273,0,-30.995,-139.6
273,1,-29.292,34.826
274,0,71.322,21.219
274,1,70.283,-149.82
274,0,52.039,-154.04
274,1,28.774,-157.02
274,0,-31.636,-163.29
274,1,-6.7775,8.8555
275,0,57.712,1.2461
275,1,5.2581,176.91
275,0,-51.167,170.56
276,1,69.63,162.71
276,0,47.577,158.06
276,1,12.613,154.04
276,0,-47.533,147.48
276,1,-17.155,-37.325
277,0,0.57968,-39.119
277,1,72.467,140.22
277,0,28.446,132.09
277,1,6.6943,129.82
277,0,-37.056,125.22
277,1,-42.634,-58.056
278,0,22.023,-64.923
278,1,41.178,-67.112
278,0,61.206,-70.311
278,1,73.569,117.12
278,0,-10.583,104.47
279,1,7.1423,-87.014
279,0,61.521,-93.994
279,1,77.496,96.004
279,0,13.259,83.246
280,1,19.936,-111.94
280,0,68.981,-119.62
280,1,68.998,68.002
280,0,19.341,60.253
280,1,-31.522,-130.26
280,0,-11.418,-132.39
281,1,55.172,-140.01
281,0,69.588,-143.45
281,1,67.892,44.028
281,0,-34.182,31.086
281,1,-31.52,-153.87
282,0,26.965,-159.93
282,1,70.581,21.339
282,0,-8.0133,10.251
282,1,-32.476,-177.39
283,0,4.7346,178.75
283,1,56.124,172.58
283,0,69.903,169.19
283,1,63.779,-4.3402
283,0,2.8623,-12.279
283,1,-23.547,158.01
284,0,12.583,154.34
284,1,54.7,149.21
284,0,72.904,144.33
284,1,-0.82428,-36.267
284,0,-17.772,-37.984
284,1,-39.458,136.21
285,0,7.6266,131.22
285,1,24.262,129.5
285,0,72.907,120.72
285,1,11.975,-58.6
285,0,-50.858,-65.582
285,1,-11.724,109.54
286,0,76.993,94.668
286,1,61.398,-75.755
286,0,4.1369,-83.01
287,1,13.698,83.366
287,0,69.742,74.778
287,1,64.577,-98.628
287,0,15.192,-105.51
288,1,16.895,59.418
288,0,69.109,51.376
288,1,69.322,-120.84
288,0,43.774,-125.9
288,1,-10.406,-131.71
288,0,-31.149,-133.9
288,1,-21.483,39.691
289,0,71.476,26.867
289,1,69.637,-144.35
289,0,55.381,-147.78
289,1,21.588,-152.09
289,0,-31.153,-157.52
289,1,-38.362,17.973
290,0,63.099,5.8259
290,1,15.985,-176.29
290,0,-44.983,177.16
291,1,2.016,-9.9335
291,0,33.518,-13.24
291,1,70.102,168.59
291,0,55.371,164.99
291,1,11.178,159.6
291,0,-20.805,156.36
292,1,72.313,145.86
292,0,31.166,138.1
292,1,3.0172,135.16
292,0,-35.622,131.1
292,1,-38.033,-52.924
293,0,11.141,-58.089
293,1,41.652,-61.463
293,0,60.25,-64.4
293,1,73.574,122.83
293,0,-12.018,110.03
293,1,-57.995,-73.599
293,0,-40.099,-76.289
293,1,-13.009,-79.28
294,0,58.029,-87.574
294,1,77.03,101.35
294,0,18.062,89.449
295,1,15.455,-105.77
295,0,67.056,-113.3
295,1,67.896,73.353
295,0,21.264,66.165
295,1,-31.684,-124.53
295,0,-16.854,-126.12
296,1,51.513,-133.7
296,0,68.97,-137.53
296,1,68.845,50.044
296,0,-21.112,38.236
296,1,-31.365,-148.18
297,0,22.971,-153.79
297,1,71.369,27.36
297,0,-29.086,13.755
297,1,-32.157,-171.71
298,0,16.091,-176.69
298,1,58.713,0.26711
298,0,0.94802,-6.761
298,1,-25.626,163.94
299,0,14.219,159.91
299,1,46.904,156.12
299,0,71.637,150.6
299,1,-42.322,142.28
300,0,4.581,137.24
300,1,29.849,134.6
300,0,73.06,126.35
300,1,9.4189,-53.149
300,0,-42.136,-58.653
300,1,-38.349,118.16
301,0,77.145,100.26
301,1,60.926,-70.146
301,0,37.389,-73.751
301,1,26.055,-75.04
301,0,-13.936,-79.117
302,1,18.34,88.599
302,0,70.219,80.315
302,1,60.93,-93.767
302,0,13.268,-100.0
303,1,21.369,64.661
303,0,68.789,57.194
303,1,69.484,-115.08
303,0,30.382,-121.8
303,1,-15.995,-126.57
303,0,-30.987,-128.18
303,1,-29.3,46.246
304,0,68.314,33.727
304,1,69.483,-138.69
304,0,56.019,-141.95
304,1,5.753,-148.0
304,0,-31.149,-151.81
304,1,-37.413,23.567
305,0,65.786,10.853
305,1,20.308,-170.13
305,0,-32.109,-175.54
306,1,1.2114,-4.1433
306,0,57.708,-10.953
306,1,18.063,166.02
306,0,-23.513,161.79
307,1,71.68,151.3
307,0,55.053,147.02
307,1,6.6949,141.24
307,0,-39.916,136.29
307,1,-31.827,-47.942
308,0,8.8976,-52.152
308,1,43.401,-55.98
308,0,58.661,-58.372
308,1,72.789,128.16
308,0,-34.028,113.38
308,1,-59.89,-67.516
309,0,56.283,-81.544
309,1,77.657,107.56
309,0,2.8609,93.618
310,1,12.895,-99.794
310,0,64.999,-107.02
310,1,70.108,79.812
310,0,16.786,71.409
311,1,45.626,-127.13
311,0,69.62,-132.04
311,1,68.529,55.65
311,0,-28.765,43.121
311,1,-31.048,-142.51
311,0,-0.86494,-145.65
312,1,53.261,-151.89
312,0,70.859,-156.13
312,1,69.792,32.467
312,0,-38.154,18.413
312,1,-32.318,-165.98
313,0,19.615,-171.35
313,1,63.305,6.965
313,0,1.582,-0.98724
313,1,-48.985,172.52
314,0,18.494,165.15
314,1,49.924,161.39
314,0,71.163,156.51
314,1,-47.083,148.63
315,0,5.0586,142.9
315,1,27.771,140.54
315,0,72.113,132.49
315,1,3.8164,-48.001
315,0,-36.735,-52.273
315,1,-38.032,123.83
316,0,74.634,107.63
316,1,62.192,-64.156
316,0,40.894,-67.608
316,1,22.855,-69.673
316,0,-20.327,-74.067
316,1,-2.6146,96.427
317,0,72.113,85.264
317,1,59.818,-88.288
317,0,11.984,-94.42
318,1,16.897,70.838
318,0,68.795,62.903
318,1,65.999,-110.45
318,0,25.102,-116.67
319,1,0.40465,48.884
319,0,67.207,39.78
319,1,70.272,-132.7
319,0,52.842,-136.78
319,1,-1.4489,-143.01
319,0,-31.149,-146.1
319,1,-36.461,29.162
320,0,69.579,15.389
320,1,24.784,-163.94
320,0,-32.427,-169.87
321,1,1.8492,1.5028
321,0,65.946,-7.1003
321,1,17.903,171.71
321,0,-27.497,167.06
322,1,71.207,156.81
322,0,54.894,152.71
322,1,10.856,147.37
322,0,-42.138,141.72
322,1,-26.733,-42.799
323,0,2.8206,-45.832
323,1,72.309,133.66
323,0,-38.646,118.54
323,1,-46.757,-63.99
324,0,24.734,-71.7
324,1,37.984,-73.204
324,0,60.724,-76.696
324,1,74.675,111.22
324,0,-5.7808,98.464
325,1,11.776,-93.97
325,0,65.633,-101.48
325,1,71.527,86.077
325,0,4.7831,75.902
326,1,29.041,-119.41
326,0,70.373,-126.61
326,1,68.844,61.464
326,0,7.9862,52.605
326,1,-31.048,-136.8
326,0,-4.0652,-139.62
327,1,56.279,-146.69
327,0,70.247,-150.18
327,1,66.63,37.163
327,0,-37.518,24.201
327,1,-31.682,-160.34
328,0,22.813,-165.97
328,1,68.209,14.024
328,0,0.30101,4.5952
328,1,-44.072,177.55
329,0,17.374,170.98
329,1,55.009,166.29
329,0,69.572,162.82
329,1,-38.038,153.16
330,0,11.62,147.95
330,1,39.102,144.94
330,0,72.744,137.92
330,1,0.93619,-42.579
330,0,-27.343,-45.49
330,1,-35.648,129.26
331,0,74.005,113.68
331,1,59.02,-59.114
331,0,41.531,-61.816
331,1,21.735,-64.081
331,0,-58.128,-73.308
331,1,-9.01,102.78
332,0,76.362,88.639
332,1,57.753,-82.98
332,0,9.7408,-88.936
333,1,4.5783,77.797
333,0,69.113,68.507
333,1,66.155,-104.69
333,0,19.826,-111.52
334,1,9.8566,53.647
334,0,68.006,45.247
334,1,69.646,-127.22
334,0,48.543,-131.73
334,1,-4.9745,-137.65
334,0,-30.837,-140.36
334,1,-30.884,34.226
335,0,71.001,20.569
335,1,70.238,-150.62
335,0,52.998,-154.66
335,1,28.62,-157.82
335,0,-31.949,-164.1
335,1,-3.584,7.7565
336,0,63.731,-0.81471
336,1,8.4644,176.46
336,0,-50.687,169.85
337,1,69.648,161.93
337,0,47.423,157.26
337,1,12.298,153.23
337,0,-47.369,146.72
337,1,-19.077,-37.904
338,0,0.74046,-39.913
338,1,72.308,139.37
338,0,26.688,131.11
338,1,5.8934,128.96
338,0,-37.852,124.35
338,1,-41.998,-58.917
339,0,22.183,-65.718
339,1,40.86,-67.851
339,0,61.206,-71.09
339,1,73.568,116.34
339,0,-9.6248,103.79
340,1,9.2168,-88.001
340,0,61.991,-94.877
340,1,77.4643,95.1995
340,0,12.785,82.419
341,1,20.73,-112.8
341,0,69.267,-120.5
341,1,68.845,67.172
341,0,15.828,59.111
341,1,-30.891,-131.11
341,0,-10.144,-133.3
342,1,56.754,-141.07
342,0,69.57,-144.22
342,1,67.423,43.105
342,0,-35.131,30.196
342,1,-31.366,-154.67
343,0,27.126,-160.73
343,1,70.58,20.56
343,0,-7.2147,9.5524
343,1,-32.635,-178.15
344,0,6.3361,177.81
344,1,56.601,171.72
344,0,68.956,168.74
344,1,65.836,-4.5864
344,0,3.5013,-12.994
344,1,-22.589,157.13
345,0,12.418,153.58
345,1,55.806,148.24
345,0,73.057,143.48
345,1,-0.81901,-37.045
345,0,-22.874,-39.298
345,1,-38.511,135.31
346,0,6.8208,130.52
346,1,23.138,128.85
346,0,73.689,119.55
346,1,12.941,-59.28
346,0,-59.546,-67.876
346,1,-11.25,108.72
347,0,76.517,94.24
347,1,58.232,-77.179
347,0,4.1426,-83.788
348,1,13.059,82.652
348,0,69.743,73.999
348,1,64.735,-99.366
348,0,15.991,-106.21
349,1,15.936,58.738
349,0,68.636,50.756
349,1,69.795,-121.45
349,0,44.728,-126.55
349,1,-10.566,-132.5
349,0,-30.991,-134.66
349,1,-21.483,38.913
350,0,71.629,26.025
350,1,69.655,-145.12
350,0,55.862,-148.47
350,1,22.073,-152.81
350,0,-31.306,-158.32
350,1,-34.233,16.702
351,0,62.935,5.0859
351,1,15.831,-177.08
351,0,-45.453,176.32
352,1,2.6508,-10.776
352,0,33.832,-14.055
352,1,69.949,167.75
352,0,52.835,163.79
352,1,12.304,158.94
352,0,-18.086,155.87
353,1,72.627,145.22
353,0,31.165,137.32
353,1,12.139,135.3
353,0,-35.463,130.34
353,1,-38.191,-53.683
354,0,12.582,-59.014
354,1,41.334,-62.201
354,0,62.787,-65.735
354,1,73.415,121.98
354,0,-11.859,109.27
354,1,-11.57,-80.205
355,0,58.823,-88.505
355,1,77.343,100.81
355,0,18.222,88.687
356,1,18.488,-106.86
356,0,68.947,-114.68
356,1,67.901,72.576
356,0,21.589,65.42
356,1,-31.053,-125.38
356,0,-16.86,-126.9
357,1,52.143,-134.58
357,0,69.104,-138.35
357,1,68.534,49.163
357,0,-21.266,37.441
357,1,-31.212,-148.98
358,0,27.121,-155.02
358,1,71.375,26.584
358,0,-27.168,13.187
358,1,-32.163,-172.49
359,0,16.732,-177.54
359,1,62.676,0.32847
359,0,0.62721,-7.5717
359,1,-21.797,162.76
360,0,12.898,159.24
360,1,56.124,153.89
360,0,71.796,149.76
360,1,-42.321,141.5
361,0,11.937,135.72
361,1,29.524,133.86
361,0,73.212,125.5
361,1,9.9049,-53.878
361,0,-42.447,-59.472
361,1,-38.355,117.38
362,0,77.297,99.363
362,1,60.932,-70.923
362,0,36.438,-74.644
362,1,25.901,-75.836
362,0,-12.97,-79.797
363,1,16.895,87.97
363,0,70.687,79.36
363,1,61.887,-94.337
363,0,13.274,-100.78
364,1,21.529,63.866
364,0,69.105,56.309
364,1,69.01,-116.02
364,0,32.138,-122.38
364,1,-15.676,-127.32
364,0,-31.465,-129.01
364,1,-29.299,45.468
365,0,67.841,33.098
365,1,69.009,-139.63
365,0,55.384,-142.84
365,1,7.8332,-148.57
365,0,-31.786,-152.66
365,1,-37.571,22.808
366,0,65.305,10.204
366,1,15.516,-171.41
366,0,-32.103,-176.32
367,1,1.3657,-4.9373
367,0,49.282,-10.338
367,1,15.189,164.94
367,0,-25.42,160.8
368,1,72.001,150.66
368,0,54.741,146.19
368,1,13.583,141.16
368,0,-39.592,135.55
368,1,-33.425,-48.538
369,0,9.5383,-52.996
369,1,43.72,-56.801
369,0,58.978,-59.212
369,1,73.104,127.53
369,0,-12.815,114.88
369,1,-59.732,-68.326
369,0,-27.691,-72.803
369,1,-19.079,-73.723
370,0,55.965,-82.266
370,1,77.6824,106.8024
370,0,3.3412,92.888
371,1,12.889,-100.57
371,0,65.625,-107.97
371,1,69.956,78.978
371,0,17.112,70.664
372,1,45.301,-127.87
372,0,69.601,-132.81
372,1,69.168,55.085
372,0,-27.324,42.501
372,1,-31.214,-143.27
373,0,3.4434,-146.86
373,1,52.301,-152.51
373,0,70.84,-156.9
373,1,70.587,31.983
373,0,-38.306,17.616
373,1,-32.165,-166.78
374,0,17.209,-171.87
374,1,57.286,4.9276
374,0,1.2685,-1.7973
374,1,-49.941,171.89
375,0,16.735,164.55
375,1,49.447,160.68
375,0,70.847,155.85
375,1,-47.875,147.97
376,0,13.061,141.31
376,1,30.486,139.46
376,0,71.956,131.78
376,1,5.5771,-48.603
376,0,-38.006,-53.205
376,1,-38.827,123.15
377,0,74.627,106.85
377,1,61.723,-65.04
377,0,40.901,-68.386
377,1,23.501,-70.383
377,0,-19.362,-74.745
377,1,-0.8611,95.472
378,0,71.476,84.756
378,1,59.507,-89.129
378,0,12.471,-95.149
379,1,17.21,70.027
379,0,68.947,62.073
379,1,66.48,-111.09
379,0,26.867,-117.26
379,1,-24.04,50.604
380,0,66.733,39.141
380,1,68.99,-133.93
380,0,53.001,-137.53
380,1,-0.48871,-143.69
380,0,-31.627,-146.94
380,1,-37.255,28.479
381,0,69.421,14.665
381,1,23.666,-164.84
381,0,-32.109,-170.61
382,1,1.8431,0.72485
382,0,65.782,-7.8339
382,1,19.189,171.07
382,0,-27.332,166.3
383,1,71.371,156.1
383,0,54.742,151.9
383,1,13.103,146.82
383,0,-42.132,140.94
383,1,-26.739,-43.577
384,0,2.9745,-46.626
384,1,72.316,132.88
384,0,-38.798,117.74
384,1,-49.773,-64.333
385,0,25.054,-72.513
385,1,36.868,-73.848
385,0,60.09,-77.342
385,1,74.832,110.53
385,0,-4.981,97.765
386,1,12.576,-94.83
386,0,65.949,-102.35
386,1,70.58,84.922
386,0,5.4232,75.188
387,1,29.674,-120.26
387,0,69.621,-127.11
387,1,68.85,60.688
387,0,-27.804,48.159
387,1,-31.214,-137.56
387,0,-3.4313,-140.46
388,1,55.797,-147.38
388,0,70.229,-150.95
388,1,66.636,36.386
388,0,-37.989,23.365
388,1,-31.688,-161.12
389,0,21.847,-166.65
389,1,67.898,13.147
389,0,1.7474,3.9613
389,1,-45.347,176.94
390,0,19.613,169.97
390,1,54.057,165.67
390,0,69.616,162.02
390,1,-37.879,152.36
391,0,12.9,147.04
391,1,38.784,144.2
391,0,71.957,137.49
391,1,1.5759,-43.294
391,0,-27.822,-46.321
391,1,-35.966,128.52
392,0,74.478,112.65
392,1,59.813,-59.733
392,0,41.371,-62.615
392,1,22.214,-64.808
392,0,-57.97,-74.056
392,1,-9.4896,102.05
393,0,76.043,88.079
393,1,57.601,-83.787
393,0,9.747,-89.714
394,1,4.4118,77.035
394,0,69.107,67.73
394,1,64.737,-105.85
394,0,20.312,-112.25
395,1,9.37,52.917
395,0,68.632,44.267
395,1,71.06,-127.46
395,0,49.026,-132.43
395,1,-4.3287,-138.36
395,0,-30.99,-141.15
395,1,-32.164,33.593
396,0,70.901,19.906
396,1,70.256,-151.39
396,0,51.409,-155.69
396,1,28.14,-158.65
396,0,-31.79,-164.86
396,1,-3.2639,6.9459
397,0,64.048,-1.6714
397,1,7.5037,175.58
397,0,-51.004,169.03
398,1,69.603,161.14
398,0,46.951,156.41
398,1,13.104,152.53
398,0,-47.522,145.92
398,1,-22.435,-38.33
399,0,0.89437,-40.707
399,1,72.63,138.73
399,0,25.256,130.18
399,1,8.6205,128.46
399,0,-38.322,123.51
399,1,-42.322,-59.654
400,0,22.017,-66.479
400,1,40.376,-68.568
400,0,60.883,-71.799
400,1,73.574,115.57
400,0,-9.1389,103.06
401,1,9.3769,-88.796
401,0,63.259,-95.948
401,1,77.345,94.325
401,0,2.3829,80.593
402,1,22.649,-113.78
402,0,69.425,-121.33
402,1,68.845,66.394
402,0,15.348,58.283
402,1,-30.89,-131.88
402,0,-9.6644,-134.12
403,1,56.43,-141.79
403,0,70.051,-145.18
403,1,66.954,42.187
403,0,-36.079,29.305
403,1,-31.531,-155.43
404,0,26.961,-161.49
404,1,70.901,19.906
404,0,-6.4091,8.8547
404,1,-32.322,-178.96
405,0,7.9308,176.87
405,1,56.754,170.91
405,0,70.056,167.57
405,1,65.525,-5.4493
405,0,3.6672,-13.756
405,1,-18.445,155.92
406,0,12.738,152.76
406,1,55.806,147.46
406,0,73.215,142.62
406,1,0.30053,-37.712
406,0,-25.107,-40.316
406,1,-38.352,134.51
407,0,8.4215,129.58
407,1,22.978,128.08
407,0,73.374,118.93
407,1,17.9,-59.55
407,0,-60.493,-68.849
407,1,-11.729,107.99
408,0,77.138,93.0
408,1,57.921,-78.016
408,0,4.949,-84.486
409,1,10.652,82.118
409,0,69.737,73.222
409,1,64.741,-100.14
409,0,16.637,-106.92
410,1,15.29,58.026
410,0,67.84,50.232
410,1,69.643,-122.29
410,0,45.371,-127.24
410,1,-10.56,-133.28
410,0,-31.304,-135.48
410,1,-22.286,38.219
411,0,71.945,25.113
411,1,70.431,-145.61
411,0,55.385,-149.33
411,1,24.47,-153.34
411,0,-31.307,-159.1
411,1,-32.801,15.758
412,0,62.619,4.3809
412,1,15.35,-177.91
412,0,-45.929,175.47
413,1,2.8115,-11.57
413,0,33.833,-14.833
413,1,69.791,166.92
413,0,51.563,162.81
413,1,10.863,158.01
413,0,-36.888,153.01
414,1,72.791,144.52
414,0,30.372,136.45
414,1,12.305,134.54
414,0,-35.616,129.55
414,1,-38.514,-54.422
415,0,18.336,-60.384
415,1,41.169,-62.959
415,0,61.989,-66.331
415,1,72.791,120.9
415,0,-11.693,108.51
416,1,3.7737,-82.523
416,0,59.928,-89.504
416,1,77.6555,100.2883
416,0,17.428,87.827
417,1,19.608,-107.75
417,0,69.579,-115.67
417,1,68.217,71.897
417,0,21.429,64.625
417,1,-31.053,-126.16
417,0,-16.38,-127.73
418,1,52.302,-135.38
418,0,69.736,-139.35
418,1,68.06,48.232
418,0,-22.861,36.494
418,1,-31.37,-149.74
419,0,28.872,-155.99
419,1,71.381,25.808
419,0,-25.09,12.635
419,1,-32.328,-173.25
420,0,15.286,-178.17
420,1,64.107,-0.1068
420,0,0.79327,-8.3337
420,1,-20.047,161.79
421,0,11.452,158.61
421,1,55.483,153.23
421,0,72.106,148.84
421,1,-41.374,140.6
422,0,12.418,134.89
422,1,29.365,133.1
422,0,73.842,124.4
422,1,9.4247,-54.705
422,0,-43.082,-60.333
422,1,-38.672,116.64
423,0,77.453,98.458
423,1,60.773,-71.736
423,0,34.205,-75.685
423,1,26.061,-76.597
423,0,-12.171,-80.494
424,1,16.729,87.208
424,0,70.838,78.523
424,1,62.686,-94.935
424,0,13.281,-101.56
425,1,21.523,63.088
425,0,69.257,55.478
425,1,69.174,-116.74
425,0,32.623,-123.11
425,1,-15.35,-128.06
425,0,-31.458,-129.79
425,1,-28.987,44.654
426,0,70.204,31.518
426,1,69.028,-140.41
426,0,55.231,-143.65
426,1,9.7601,-149.15
426,0,-31.939,-153.46
426,1,-38.054,22.088
427,0,65.306,9.4256
427,1,18.395,-171.89
427,0,-31.785,-177.06
428,1,1.366,-5.7159
428,0,45.304,-10.554
428,1,70.112,172.74
428,0,56.016,169.25
428,1,14.549,164.1
428,0,-26.18512,159.94072
429,1,72.007,149.88
429,0,38.355,143.09
429,1,4.627,139.48
429,0,-39.109,134.83
429,1,-34.862,-49.149
430,0,9.6921,-53.79
430,1,43.554,-57.558
430,0,59.289,-60.053
430,1,73.74,127.07
430,0,-12.649,114.12
430,1,-59.265,-69.199
430,0,-30.724,-73.245
430,1,-19.245,-74.484
431,0,58.181,-83.451
431,1,72.1068,102.6754
431,0,4.3085,92.206
432,1,13.368,-101.4
432,0,65.783,-108.79
432,1,69.957,78.2
432,0,17.273,69.902
433,1,45.779,-128.71
433,0,69.582,-133.59
433,1,69.168,54.306
433,0,-3.6864,44.168
433,1,-31.692,-143.99
434,0,4.2434,-147.72
434,1,52.301,-153.29
434,0,70.253,-157.45
434,1,70.903,31.327
434,0,-37.193,16.972
434,1,-32.166,-167.56
435,0,18.482,-172.79
435,1,57.452,4.1796
435,0,1.1156,-2.5913
435,1,-50.265,171.16
436,0,15.768,163.87
436,1,48.645,160.02
436,0,71.156,154.95
436,1,-48.198,147.23
437,0,5.0524,141.34
437,1,30.799,138.65
437,0,71.949,131.01
437,1,5.4243,-49.397
437,0,-38.317,-54.021
437,1,-37.562,122.22
438,0,74.627,106.08
438,1,61.09,-65.957
438,0,39.786,-69.304
