rgt,trans_type,lat,lon
438,1,24.142,-71.093
438,0,-19.521,-75.54
439,1,1.3722,94.47
439,0,70.844,84.23
439,1,59.825,-89.844
439,0,12.472,-95.928
440,1,17.363,69.232
440,0,68.624,61.402
440,1,66.487,-111.87
440,0,25.596,-118.18
440,1,-24.047,49.826
441,0,66.726,38.364
441,1,69.641,-134.48
441,0,53.961,-138.15
441,1,-0.64159,-144.49
441,0,-31.62,-147.71
441,1,-37.262,27.701
442,0,69.099,13.997
442,1,22.554,-165.74
442,0,-32.261,-171.41
443,1,1.5229,-0.021745
443,0,65.624,-8.5695
443,1,19.35,170.3
443,0,-27.968,165.46
444,1,71.371,155.32
444,0,54.742,151.12
444,1,23.18,147.09
444,0,-41.814,140.2
444,1,-27.217,-44.303
445,0,2.968,-47.404
445,1,72.007,131.97
445,0,-38.95,116.95
445,1,-51.996,-64.77
446,0,25.367,-73.325
446,1,35.745,-74.493
446,0,59.608,-78.023
446,1,74.682,109.67
446,0,-4.174,97.068
447,1,12.249,-95.575
447,0,65.943,-103.12
447,1,69.955,83.911
447,0,6.3905,74.506
448,1,30.951,-121.18
448,0,69.602,-127.88
448,1,68.693,59.857
448,0,-28.918,47.257
448,1,-30.895,-138.37
448,0,-2.4715,-141.34
449,1,55.32,-148.08
449,0,70.209,-151.73
449,1,67.427,35.841
449,0,-37.829,22.606
449,1,-31.847,-161.88
450,0,21.847,-167.43
450,1,66.95,12.081
450,0,2.068,3.2147
450,1,-45.03,176.12
451,0,19.927,169.15
451,1,52.62,165.13
451,0,69.597,161.25
451,1,-40.427,151.9
452,0,23.93,145.11
452,1,38.618,143.44
452,0,72.265,136.58
452,1,2.3828,-43.992
452,0,-28.453,-47.169
452,1,-35.814,127.72
453,0,74.314,111.96
453,1,60.771,-60.313
453,0,41.059,-63.434
453,1,21.422,-65.671
453,0,-57.806,-74.804
453,1,-8.0576,101.13
454,0,75.257,87.802
454,1,57.601,-84.566
454,0,10.068,-90.46
455,1,5.2113,76.176
455,0,68.949,67.005
455,1,64.738,-106.63
455,0,20.792,-112.98
456,1,6.482,52.429
456,0,67.993,43.694
456,1,70.909,-128.3
456,0,49.192,-133.19
456,1,-4.1618,-139.13
456,0,-31.461,-141.99
456,1,-33.285,32.943
457,0,70.744,19.066
457,1,67.62152781,-153.0557648
457,0,51.574,-156.45
457,1,27.508,-159.5
457,0,-31.783,-165.64
457,1,-5.0306,6.3443
458,0,63.883,-2.4093
458,1,9.2709,174.98
458,0,-51.63,168.15
459,1,69.622,160.37
459,0,46.315,155.55
459,1,13.104,151.75
459,0,-47.521,145.14
459,1,-22.914,-39.057
460,0,0.73389,-41.47
460,1,72.0,137.67
460,0,24.138,129.28
460,1,11.982,128.02
460,0,-38.162,122.75
460,1,-43.592,-60.266
461,0,21.85,-67.24
461,1,39.732,-69.266
461,0,60.877,-72.576
461,1,73.738,114.87
461,0,-9.2918,102.26
462,1,9.5298,-89.59
462,0,64.202,-96.956
462,1,77.2517,93.4722
462,0,2.39,79.815
463,1,23.122,-114.61
463,0,69.734,-122.22
463,1,69.01,65.671
463,0,13.755,57.342
463,1,-31.056,-132.64
463,0,-8.8716,-134.98
464,1,56.43,-142.56
464,0,69.595,-145.79
464,1,66.954,41.409
464,0,-36.555,28.47
464,1,-31.531,-156.21
465,0,27.44,-162.32
465,1,70.586,19.006
465,0,-5.2892,8.1885
465,1,-33.914,-179.56
466,0,9.3646,175.95
466,1,56.43,170.19
466,0,68.982,167.17
466,1,66.165,-6.0524
466,0,4.1539,-14.486
466,1,-23.08,155.62
467,0,13.372,151.92
467,1,54.688,146.88
467,0,72.578,142.15
467,1,0.6271,-38.458
467,0,-26.536,-41.249
467,1,-37.882,133.68
468,0,8.4147,128.81
468,1,22.492,127.36
468,0,73.84,117.92
468,1,20.626,-60.045
468,0,-60.171,-69.561
468,1,-11.736,107.21
469,0,77.608,91.844
469,1,57.445,-78.884
469,0,5.5896,-85.2
470,1,2.4902,82.159
470,0,68.631,72.822
470,1,64.899,-100.88
470,0,17.277,-107.63
471,1,13.689,57.411
471,0,68.946,49.095
471,1,68.974,-123.3
471,0,46.167,-127.91
471,1,-9.9208,-134.0
471,0,-31.144,-136.24
471,1,-22.765,37.491
472,0,71.15,24.664
472,1,70.437,-146.39
472,0,54.915,-150.19
472,1,25.595,-153.99
472,0,-31.619,-159.91
472,1,-31.215,14.798
473,0,62.454,3.6401
473,1,14.237,-178.8
473,0,-46.715,174.59
474,1,3.2852,-12.396
474,0,34.784,-15.723
474,1,68.976,165.85
474,0,51.251,161.98
474,1,12.79,157.43
474,0,-38.63,152.02
475,1,72.476,143.59
475,0,30.213,135.66
475,1,9.2647,133.45
475,0,-35.934,128.73
475,1,-38.991,-55.142
476,0,19.935,-61.329
476,1,41.169,-63.737
476,0,61.196,-66.936
476,1,73.106,120.27
476,0,-11.213,107.78
477,1,3.927,-83.317
477,0,56.297,-89.59
477,1,71.5119,95.9327
477,0,16.315,86.933
478,1,19.529,-108.52
478,0,69.975,-116.59
478,1,67.347,70.849
478,0,21.509,63.855
478,1,-31.132,-126.93
478,0,-14.702,-128.68
479,1,52.7,-136.22
479,0,69.658,-140.1
479,1,67.822,47.379
479,0,-28.361,35.119
479,1,-31.608,-150.49
480,0,28.8,-156.76
480,1,71.61,25.124
480,0,-24.539,11.915
480,1,-32.241,-174.04
481,0,14.894,-178.9
481,1,64.337,-0.82794
481,0,0.54631,-9.1373
481,1,-22.673,161.29
482,0,12.98,157.67
482,1,54.934,152.54
482,0,72.349,147.96
482,1,-41.605,139.85
483,0,12.178,134.13
483,1,26.89,132.59
483,0,74.393,123.33
483,1,9.8245,-55.444
483,0,-43.161,-61.122
483,1,-38.592,115.85
484,0,77.532,97.615
484,1,61.01,-72.464
484,0,-10.972,-81.151
485,1,15.856,86.519
485,0,70.608,77.833
485,1,64.184,-95.354
485,0,13.835,-102.28
486,1,21.45,62.317
486,0,69.185,54.724
486,1,69.562,-117.38
486,0,33.495,-123.79
486,1,-14.318,-128.73
486,0,-31.544,-130.57
486,1,-8.7854,41.76
487,0,70.921,30.465
487,1,68.984,-141.2
487,0,56.098,-144.28
487,1,12.874,-149.61
487,0,-31.706,-154.21
487,1,-38.126,21.318
488,0,64.6,8.8307
488,1,18.628,-172.64
488,0,-33.622,-178.05
489,1,0.80662,-6.4387
489,0,37.737,-10.365
489,1,69.875,171.88
489,0,54.507,168.21
489,1,17.509,163.62
489,0,-27.572,159.01
490,1,72.237,149.2
490,0,32.047,141.57
490,1,13.183,139.56
490,0,-38.4,134.14
490,1,-35.889,-49.807
491,0,9.7791,-54.577
491,1,43.481,-58.327
491,0,60.802,-61.142
491,1,73.655,126.25
491,0,-12.415,113.37
491,1,-59.338,-69.964
491,0,-31.434,-73.943
491,1,-18.52,-75.339
492,0,58.266,-84.246
492,1,77.423,105.03
492,0,5.3429,91.531
493,1,13.615,-102.2
493,0,66.502,-109.77
493,1,71.923,78.196
493,0,17.667,69.163
494,1,46.973,-129.65
494,0,68.93,-134.14
494,1,70.037,53.834
494,0,-28.2,40.847
494,1,-30.497,-144.91
495,0,14.726,-149.56
495,1,53.016,-154.18
495,0,70.233,-158.22
495,1,70.509,30.395
495,0,-34.547861,16.526918
495,1,-31.767,-168.38
496,0,17.129,-173.42
496,1,57.525,3.4144
496,0,1.5098,-3.3308
496,1,-50.812,170.46
497,0,16.335,163.04
497,1,48.572,159.25
497,0,70.821,154.31
497,1,-48.112,146.44
498,0,14.261,139.63
498,1,30.247,137.93
498,0,70.232,130.91
498,1,6.6189,-50.057
498,0,-33.632,-54.243
498,1,-37.0,121.37
499,0,77.686,103.2
499,1,61.487,-66.65
499,0,39.069,-70.172
499,1,25.341,-71.743
499,0,-18.642,-76.228
500,1,2.0923,93.62
500,0,71.396,83.231
500,1,60.064,-90.574
500,0,12.873,-96.666
501,1,20.169,68.161
501,0,69.973,60.156
501,1,68.774,-111.94
501,0,25.67,-118.95
501,1,-25.077,49.158
502,0,68.866,36.92
502,1,68.773,-135.56
502,0,55.464,-138.68
502,1,0.30084,-145.16959
502,0,-30.431,-148.36
502,1,-37.176,26.912
503,0,68.552,13.401
503,1,70.252,-158.66
503,0,51.172,-163.0
503,1,23.427,-166.43
503,0,-32.824,-172.25
504,1,2.2434,-0.87267
504,0,61.585,-8.3654
504,1,18.63,169.45
504,0,-25.338,164.96
505,1,71.608,154.64
505,0,55.457,150.47
505,1,24.54,146.46
505,0,-41.099,139.52
505,1,-26.659,-45.143
506,0,2.4147,-48.127
506,1,70.254,130.48
506,0,-38.241,116.25
506,1,-58.233,-64.469
507,0,57.79,-78.447
507,1,75.069,109.11
507,0,-2.4999,96.456
508,1,12.976,-96.428
508,0,65.078,-103.67
508,1,70.344,83.275
508,0,8.2251,73.912
509,1,31.995,-122.07
509,0,69.582,-128.65
509,1,69.082,59.208
509,0,-28.685,46.504
509,1,-31.446,-139.09
509,0,-3.665,-142.0
510,1,56.511,-149.07
510,0,70.253,-152.52
510,1,68.297,35.333
510,0,-37.591,21.856
510,1,-32.404,-162.6
511,0,23.046,-168.33
511,1,64.815,10.714
511,0,3.1088,2.5399
511,1,-45.426,175.4
512,0,21.452,168.22
512,1,51.911,164.46
512,0,69.577,160.48
512,1,-40.976,151.19
513,0,12.02,145.57
513,1,35.993,142.98
513,0,74.24,134.83
513,1,2.1367,-44.795
513,0,-30.609,-48.188
513,1,-35.251,126.87
514,0,75.184,110.68
514,1,60.844,-61.077
514,0,41.133,-64.203
514,1,21.815,-66.408
514,0,-56.785,-75.393
514,1,-7.0121,100.24
515,0,74.549,87.436
515,1,58.792,-85.118
515,0,10.309,-91.215
516,1,7.3713,75.181
516,0,69.343,66.091
516,1,66.083,-107.05
516,0,21.192,-113.72
517,1,5.9277,51.706
517,0,67.92,42.938
517,1,69.641,-129.55
517,0,49.743,-133.89
517,1,-3.7679,-139.87
517,0,-31.705,-142.79
517,1,-33.041,32.136
518,0,69.975,18.622
518,1,70.822,-152.73
518,0,52.601,-157.06
518,1,27.262,-160.3
518,0,-32.665,-166.52
519,1,1.4494,4.9169
519,0,63.493,-3.0933
519,1,12.225,174.5
519,0,-54.879,166.84
520,1,70.274,159.83
520,0,45.281,154.63
520,1,13.985,151.06
520,0,-46.174,144.55
520,1,-24.11,-39.708
521,0,1.7739,-42.353
521,1,73.655,137.67
521,0,-37.129,122.1
521,1,-42.561,-61.18
522,0,22.256,-68.062
522,1,38.383,-69.879
522,0,61.12,-73.407
522,1,74.912,114.73
522,0,-8.8979,101.52
523,1,10.416,-90.458
523,0,64.287,-97.756
523,1,70.9165,89.2046
523,0,3.1043,79.108
524,1,24.167,-115.5
524,0,68.968,-122.73
524,1,69.083,64.917
524,0,14.469,56.636
524,1,-30.811,-133.45
524,0,-8.4654,-135.8
525,1,57.151,-143.47
525,0,69.575,-146.56
525,1,66.711,40.559
525,0,-36.959,27.642
525,1,-31.764,-156.96
526,0,27.04,-163.05
526,1,68.928,17.633
526,0,-4.0893,7.5299
526,1,-40.669,-179.52
527,0,9.6113,175.14
527,1,55.881,169.51
527,0,70.135,165.99
527,1,66.237,-6.8108
527,0,6.4681,-15.033
527,1,-17.407,154.25
528,0,13.138,151.17
528,1,55.568,145.95
528,0,73.136,141.1
528,1,0.060542,-39.293
528,0,-25.665,-41.933
528,1,-35.729,132.64
529,0,74.554,116.76
529,1,21.339,-60.748
529,0,-59.151,-70.133
529,1,-12.448,106.5
530,0,76.327,92.009
530,1,54.025,-80.264
530,0,6.4636,-85.892
531,1,3.2105,81.308
531,0,69.342,71.803
531,1,67.667,-100.88
531,0,19.756,-108.16
532,1,14.41,56.558
532,0,67.919,48.649
532,1,68.993,-124.07
532,0,46.724,-128.61
532,1,-8.5618,-134.64
532,0,-31.065,-137.01
532,1,-22.366,36.67
533,0,70.762,24.038
533,1,69.649,-147.46
533,0,56.576,-150.68
533,1,27.426,-154.57
533,0,-32.342,-160.77
533,1,-27.784,13.637
534,0,56.831,4.0046
534,1,-0.41252,178.94
534,0,-47.594,173.68
535,1,4.3324,-13.28
535,0,36.625,-16.719
535,1,69.711,165.33
535,0,51.006,161.16
535,1,14.303,156.81
535,0,-40.94,150.96
536,1,73.027,143.07
536,0,29.814,134.83
536,1,8.8647,132.63
536,0,-35.536,128.0
536,1,-39.865,-55.813
537,0,21.135,-62.234
537,1,40.134,-64.386
537,0,61.434,-67.766
537,1,73.657,119.76
537,0,-11.133,107.01
538,1,5.1339,-84.217
538,0,60.007,-91.078
538,1,75.859,97.403
538,0,16.549,86.178
539,1,19.208,-109.27
539,0,68.352,-116.82
539,1,69.086,70.626
539,0,21.829,63.11
539,1,-30.974,-127.72
539,0,-15.022,-129.43
540,1,54.606,-137.31
540,0,69.658,-140.88
540,1,68.929,46.958
540,0,-28.201,34.358
540,1,-31.131,-151.32
541,0,28.793,-157.54
541,1,69.881,23.674
541,0,-22.299,11.376
541,1,-32.407,-174.8
542,0,14.247,-179.62
542,1,58.732,174.69
542,0,69.34,171.98
542,1,63.552,-1.8003
542,0,1.5133,-9.8192
542,1,-24.912,160.75
543,0,14.413,156.75
543,1,43.477,153.47
543,0,71.87,147.39
543,1,-39.548,138.81
544,0,11.698,133.4
544,1,26.73,131.83
544,0,73.763,122.89
544,1,9.3451,-56.271
544,0,-43.002,-61.88
544,1,-37.321,114.92
545,0,75.807,98.096
545,1,61.011,-73.243
545,0,-10.012,-81.833
546,1,16.175,85.708
546,0,70.608,77.054
546,1,64.343,-96.093
546,0,14.796,-102.96
547,1,21.923,61.488
547,0,70.284,53.553
547,1,70.201,-117.93
547,0,35.417,-124.34
547,1,-14.95,-129.58
547,0,-31.059,-131.3
547,1,-28.11,43.0
548,0,70.757,29.751
548,1,69.726,-141.72
548,0,56.74,-144.94
548,1,13.681,-150.31
548,0,-31.062,-154.92
548,1,-37.974,20.52
549,0,67.599,7.2143
549,1,19.115,-173.37
549,0,-32.66,-178.72
550,1,1.4463,-7.2813
550,0,35.184,-10.839
550,1,69.086,170.82
550,0,58.001,168.06
550,1,16.23,162.71
550,0,-24.702,158.54
551,1,71.607,148.15
551,0,27.256,140.26
551,1,12.704,138.73
551,0,-37.128,133.52
551,1,-35.413,-50.642
552,0,9.1321,-55.291
552,1,42.678,-59.0
552,0,60.637,-61.886
552,1,74.291,125.81
552,0,-11.768,112.65
552,1,-58.082,-70.987
552,0,-36.60002,-74.12128
552,1,-17.09484,-76.26508
553,0,58.894,-85.146
553,1,77.587,104.38
553,0,16.872,91.921
554,1,15.047,-103.13
554,0,66.652,-110.59
554,1,70.353,76.788
554,0,18.474,68.468
554,1,-30.498,-122.07
554,0,-20.774,-123.12
555,1,48.881,-130.71
555,0,69.605,-135.15
555,1,69.565,52.886
555,0,-26.605,40.243
555,1,-31.454,-145.58
556,0,9.2843,-149.78
556,1,53.015,-154.96
556,0,70.213,-159.0
556,1,70.037,29.44
556,0,-33.295,15.874
556,1,-32.087,-169.12
557,0,18.882,-174.38
557,1,56.263,2.4052
557,0,1.5176,-4.1088
557,1,-51.294,169.76
558,0,18.567,162.03
558,1,47.611,158.61
558,0,70.864,153.51
558,1,-46.376,145.42
559,0,14.254,138.85
559,1,31.677,136.99
559,0,73.13,128.91
559,1,7.9072,-50.706
559,0,-38.077,-55.549
559,1,-36.848,120.57
560,0,77.529,102.55
560,1,60.696,-67.599
560,0,37.955,-71.087
560,1,26.781,-72.366
560,0,-18.001,-76.94
561,1,19.212,91.103
561,0,70.921,82.643
561,1,60.066,-91.353
561,0,12.555,-97.477
562,1,20.641,67.333
562,0,69.491,59.549
562,1,68.939,-112.67
562,0,29.832,-119.27
562,1,-19.899,-124.38
562,0,-30.74,-125.55
562,1,-26.838,48.57
563,0,67.436,36.596
563,1,68.987,-136.27
563,0,55.631,-139.43
563,1,0.72065,-145.91
563,0,-31.379,-149.24
563,1,-36.865,26.096
564,0,66.964,13.115
564,1,71.146,-159.09
564,0,51.338,-163.75
564,1,21.996,-167.36
564,0,-32.18,-172.96
565,1,1.9226,-1.6192
565,0,61.584,-9.1439
565,1,19.272,168.74
565,0,-26.612,164.05
566,1,70.882,153.57
566,0,56.093,149.8
566,1,17.185,144.9
566,0,-39.986,138.88
566,1,-27.297,-45.852
567,0,3.6942,-49.034
567,1,73.027,130.87
567,0,-38.239,115.48
567,1,-58.708,-65.156
568,0,56.989,-79.077
568,1,75.391,108.53
568,0,-1.852,95.742
569,1,12.808,-97.19
569,0,66.653,-104.88
569,1,70.983,82.742
569,0,11.594,73.473
570,1,33.584,-123.03
570,0,69.562,-129.43
570,1,69.879,58.709
570,0,-28.677,45.726
570,1,-31.294,-139.88
570,0,-3.6724,-142.77
571,1,56.827,-149.91
571,0,70.232,-153.29
571,1,67.982,34.455
571,0,-37.748,21.058
571,1,-32.087,-163.41
572,0,22.086,-169.01
572,1,63.391,9.581
572,0,2.6302,1.7132
572,1,-47.805,174.95
573,0,23.044,167.27
573,1,51.745,163.71
573,0,71.076,159.14
573,1,-41.46,150.47
574,0,11.692,144.82
574,1,35.825,142.22
574,0,71.493,135.35
574,1,2.4645,-45.541
574,0,-31.875,-49.11
574,1,-36.053,126.19
575,0,74.705,110.18
575,1,58.632,-62.305
575,0,41.3,-64.961
575,1,21.983,-67.169
575,0,-55.513,-75.945
575,1,-6.2202,99.384
576,0,73.446,87.239
576,1,59.111,-85.834
576,0,10.79,-91.945
577,1,11.531,73.982
577,0,69.5,65.258
577,1,66.243,-107.79
577,0,23.272,-114.27
578,1,4.6394,51.056
578,0,67.121,42.402
578,1,70.201,-130.13
578,0,50.864,-134.5
578,1,-3.7601,-140.64
578,0,-31.22,-143.52
578,1,-34.162,31.487
579,0,68.229,18.438
579,1,71.0736,-153.4087
579,0,52.768,-157.81
579,1,27.589,-161.05
579,0,-32.18,-167.24
580,1,2.562,4.0268
580,0,63.168,-3.7946
580,1,10.953,173.6
580,0,-50.917,166.7
581,1,71.136,159.38
581,0,45.76,153.91
581,1,13.346,150.22
581,0,-44.905,143.95
581,1,-25.068,-40.384
582,0,1.1326,-43.067
582,1,71.517,135.91
582,0,-36.969,121.34
582,1,-44.149,-61.75
583,0,23.054,-68.925
583,1,38.222,-70.638
583,0,61.119,-74.186
583,1,74.599,113.77
583,0,-7.7772,100.86
584,1,10.728,-91.269
584,0,64.279,-98.533
584,1,76.021,91.022
584,0,4.8724,78.506
585,1,26.876,-116.57
585,0,68.948,-123.5
585,1,69.564,64.305
585,0,14.089,55.812
585,1,-30.659,-134.25
585,0,-9.4322,-136.48
586,1,57.302,-144.28
586,0,69.619,-147.36
586,1,64.503,39.183
586,0,-36.792,26.884
586,1,-31.134,-157.81
587,0,25.282,-163.64
587,1,68.455,16.698
587,0,-4.5683,6.7031
587,1,-41.939,179.87
588,0,6.8898,174.64
588,1,58.419,168.26
588,0,69.574,165.41
588,1,33.17,-12.991
588,0,7.5891,-15.699
588,1,-17.887,153.52
589,0,13.931,150.31
589,1,56.672,144.97
589,0,73.129,140.33
589,1,0.22759,-40.055
589,0,-26.137,-42.763
589,1,-35.418,131.82
590,0,74.075,116.24
590,1,21.346,-61.526
590,0,-58.828,-70.848
590,1,-10.378,105.51
591,0,76.118,91.402
591,1,55.144,-80.853
591,0,6.7909,-86.637
592,1,3.0496,80.546
592,0,69.815,70.857
592,1,67.51,-101.71
592,0,20.716,-108.83
593,1,14.089,55.812
593,0,67.444,48.017
593,1,69.013,-124.84
593,0,47.202,-129.32
593,1,-10.8,-135.64
593,0,-30.905,-137.77
593,1,-26.991,36.389
594,0,71.386,23.01
594,1,69.605,-148.25
594,0,56.583,-151.46
594,1,26.155,-155.49
594,0,-31.38,-161.44
594,1,-25.081,12.564
595,0,56.348,3.3132
595,1,1.6747,178.37
595,0,-48.221,172.82
596,1,7.3665,-14.363
596,0,33.747,-17.16
596,1,69.647,164.53
596,0,58.477,161.66
596,1,13.83,155.98
596,0,-42.996,149.91
597,1,73.028,142.29
597,0,30.134,134.09
597,1,6.7847,131.65
597,0,-35.218,127.26
597,1,-40.659,-56.492
598,0,21.934,-63.097
598,1,40.452,-65.204
598,0,60.958,-68.442
598,1,72.712,118.52
598,0,-10.653,106.28
599,1,7.0473,-85.187
599,0,60.159,-91.888
599,1,77.4003,97.7428
599,0,15.916,85.334
600,1,19.681,-110.1
600,0,68.333,-117.59
600,1,68.303,69.589
600,0,21.836,62.332
600,1,-30.503,-128.55
600,0,-13.87041,-130.32343
601,1,55.552,-138.26
601,0,69.651,-141.66
601,1,68.778,46.129
601,0,-30.265,33.35
601,1,-31.297,-152.08
602,0,26.396,-158.05
602,1,70.197,23.011
602,0,-21.501,10.681
602,1,-32.247,-175.59
603,0,8.646,-179.83
603,1,59.049,173.85
603,0,67.918,171.67
603,1,63.394,-2.617
603,0,2.3137,-10.518
603,1,-17.572,159.2
604,0,10.573,156.36
604,1,56.515,150.71
604,0,72.027,146.54
604,1,-39.548,138.03
605,0,11.051,132.69
605,1,25.445,131.19
605,0,73.284,122.35
605,1,9.8321,-57.0
605,0,-44.264,-62.825
605,1,-11.659,111.35
606,0,77.525,96.065
606,1,61.018,-74.02
606,0,-9.2051,-82.53
607,1,15.849,84.962
607,0,70.127,76.456
607,1,64.508,-96.83
607,0,15.123,-103.7
608,1,21.763,60.727
608,0,69.652,53.004
608,1,70.201,-118.71
608,0,36.215,-125.03
608,1,-14.05661,-130.26378
608,0,-30.581,-132.02
608,1,-19.338,41.283
609,0,71.072,28.848
609,1,69.726,-142.5
609,0,57.058,-145.66
609,1,10.322,-151.43
609,0,-31.539,-155.75
609,1,-37.975,19.742
610,0,64.429,7.3173
610,1,11.123,-174.97
610,0,-32.494,-179.48
611,1,1.7598,-8.0913
611,0,32.464,-11.302
611,1,68.619,169.89
611,0,57.214,167.13
611,1,15.916,161.9
611,0,-17.514,158.52
612,1,71.614,147.37
612,0,27.423,139.5
612,1,3.1081,136.99
612,0,-36.326,132.84
612,1,-35.578,-51.401
613,0,9.2918,-56.086
613,1,40.925,-59.554
613,0,61.904,-62.939
613,1,74.764,125.29
613,0,-11.607,111.89
613,1,-58.557,-71.675
613,0,-34.147,-75.189
613,1,-17.091,-77.044
614,0,58.576,-85.862
614,1,77.744,103.74
614,0,18.313,91.292
615,1,15.36,-103.94
615,0,66.329,-111.27
615,1,69.729,75.781
615,0,20.401,67.891
615,1,-32.575,-122.61
615,0,-21.1362,-123.86039
616,1,49.351,-131.55
616,0,68.954,-135.7
616,1,69.888,52.223
616,0,-20.058,40.163
616,1,-30.187,-146.5
617,0,9.2773,-150.56
617,1,53.485,-155.82
617,0,70.193,-159.77
617,1,73.671,30.225
617,0,-31.696,15.278
617,1,-30.979,-170.03
618,0,16.162,-174.88
618,1,57.851,1.9182
618,0,1.6786,-4.8714
618,1,-51.136,168.95
619,0,16.807,161.43
619,1,47.451,157.86
619,0,70.844,152.74
619,1,-43.68,144.27
620,0,13.127,138.19
620,1,30.872,136.3
620,0,72.808,128.29
620,1,7.9148,-51.484
620,0,-40.452,-56.622
620,1,-37.173,119.83
621,0,77.835,101.51
621,1,61.02,-68.309
621,0,38.122,-71.846
621,1,26.47,-73.178
621,0,-17.195,-77.635
622,1,18.565,90.392
622,0,70.756,81.928
622,1,60.232,-92.097
622,0,13.043,-98.206
623,1,21.919,66.42
623,0,69.333,58.826
623,1,68.782,-113.5
623,0,30.152,-120.01
623,1,-19.88715,-125.15647
623,0,-32.649,-126.55
623,1,-28.114,47.932
624,0,69.332,35.204
624,1,69.007,-137.04
624,0,56.108,-140.12
624,1,-1.1984,-146.88
624,0,-30.423,-149.92
624,1,-37.025,25.337
625,0,71.07,10.935
625,1,19.439,-168.4
625,0,-31.224,-173.63
626,1,1.7557,-2.3812
626,0,61.419,-9.8864
626,1,16.88,167.71
626,0,-25.33,163.41
627,1,70.901,152.8
627,0,56.259,149.05
627,1,13.673,143.76
627,0,-39.185,138.2
627,1,-28.26,-46.525
628,0,5.6078,-50.005
628,1,71.3,129.33
628,0,-38.232,114.7
628,1,-59.504,-65.777
629,0,57.147,-79.884
629,1,75.706,107.95
629,0,-1.8507,94.964
630,1,12.807,-97.968
630,0,66.652,-105.66
630,1,70.827,81.902
630,0,10.955,72.63
631,1,34.694,-123.94
631,0,69.605,-130.22
631,1,69.097,57.656
631,0,-28.988,44.913
631,1,-31.302,-140.66
631,0,-3.9996,-143.52
632,1,55.391,-150.43
632,0,70.844,-154.3
632,1,67.515,33.532
632,0,-38.217,20.222
632,1,-31.458,-164.26
633,0,20.64,-169.64
633,1,62.607,8.6179
633,0,1.9977,0.87112
633,1,-49.079,174.36
634,0,23.203,166.47
634,1,51.585,162.95
634,0,71.233,158.3
634,1,-44.634,150.11
635,0,11.372,144.08
635,1,31.995,141.89
635,0,71.395,134.61
635,1,2.4655,-46.32
635,0,-35.056,-50.257
635,1,-37.167,125.54
636,0,74.855,109.32
636,1,61.018,-62.597
636,0,40.033,-65.899
636,1,21.991,-67.947
636,0,-55.505,-76.723
636,1,-5.748,98.557
637,0,72.808,86.767
637,1,58.801,-86.674
637,0,10.798,-92.723
638,1,10.883,73.269
638,0,69.492,64.482
638,1,66.093,-108.61
638,0,23.599,-115.02
639,1,2.3975,50.502
639,0,68.385,41.232
639,1,69.619,-131.12
639,0,51.659,-135.15
639,1,-3.5991,-141.41
639,0,-31.379,-144.31
639,1,-34.799,30.783
640,0,68.228,17.66
640,1,70.831,-154.28
640,0,52.292,-158.67
640,1,27.59,-161.82
640,0,-31.542,-167.95
641,1,3.1948,3.1848
641,0,64.111,-4.8024
641,1,12.72,173.0
641,0,-51.543,165.83
642,1,71.301,158.67
642,0,50.858,153.87
642,1,13.353,149.44
642,0,-44.58,143.21
642,1,-26.191,-41.041
643,0,3.41256,-44.07413
643,1,71.773,135.24
643,0,-37.12,120.54
643,1,-44.949,-62.422
644,0,22.887,-69.686
644,1,37.896,-71.377
644,0,61.587,-75.066
644,1,74.449,112.91
644,0,-6.9703,100.16
645,1,10.887,-92.063
645,0,64.753,-99.432
645,1,75.551,89.939
645,0,4.8733,77.728
646,1,27.035,-117.37
646,0,68.928,-124.28
646,1,68.933,63.31
646,0,11.917,54.818
646,1,-29.704,-135.13
646,0,-7.9934,-137.41
647,1,56.343,-144.89
647,0,70.595,-148.5
647,1,66.567,38.961
647,0,-37.104,26.067
647,1,-30.822,-158.63
648,0,22.717,-164.15
648,1,67.514,15.623
648,0,-4.7214,5.9091
648,1,-43.057,179.23
649,0,11.364,173.41
649,1,56.032,167.93
649,0,69.496,164.66
649,1,32.698,-13.824
649,0,7.1157,-16.525
649,1,-16.616,152.61
650,0,13.931,149.53
650,1,56.037,144.31
650,0,72.183,139.99
650,1,0.70778,-40.786
650,0,-26.774,-43.611
650,1,-34.783,130.97
651,0,74.232,115.38
651,1,22.626,-62.17
651,0,-58.67,-71.596
651,1,-9.8983,104.69
652,0,76.336,90.458
652,1,56.103,-81.464
652,0,7.9179,-87.303
653,1,4.9632,79.575
653,0,69.492,70.193
653,1,66.568,-102.76
653,0,19.444,-109.75
654,1,13.442,55.1
654,0,68.069,47.044
654,1,69.032,-125.61
654,0,47.208,-130.1
654,1,-9.3544,-136.28
654,0,-29.943,-138.44
654,1,-28.431,35.769
655,0,70.597,22.543
655,1,69.412,-149.1
655,0,54.201,-152.65
655,1,26.315,-156.25
655,0,-31.061,-162.19
655,1,-6.073,9.8227
656,0,56.348,2.5345
656,1,4.8754,177.91
656,0,-50.438,171.71
657,1,6.5599,-15.061
657,0,34.059,-17.974
657,1,69.725,163.78
657,0,57.055,160.62
657,1,10.636,154.88
657,0,-46.479,148.66
657,1,-15.66,-36.441
657,0,-0.14957,-38.007
658,1,73.192,141.59
658,0,29.501,133.24
658,1,8.0717,131.0
658,0,-36.006,126.39
658,1,-42.094,-57.088
