rgt,trans_type,lat,lon,asc_req
127,1,30.86644279411092,75.25335822845334,1
127,0,7.4908,72.8,1
128,1,33.684999999999995,-123.31000000000002,0
128,0,46.96796185613101,-124.98180574280595,0
128,1,43.975625176144035,53.224145811058406,1
128,0,37.81303898824423,52.444369621417565,1
128,1,30.84709795884348,51.63257638724039,1
128,0,-29.097999999999995,45.42000000000001,1
128,1,-31.035000000000004,-140.17,0
128,0,-1.0114,-143.3,0
129,1,42.413482338024,29.40140276037838,0
129,0,-38.6784910572349,20.684776563246494,0
129,1,-31.992999999999995,-163.68000000000004,0
130,0,21.380999999999997,-169.19999999999996,0
130,1,42.725576152625315,5.822696636161627,1
130,0,2.3745,1.4282,1
130,1,-46.917999999999985,174.56,0
131,0,17.970238661215628,167.54097555386312,0
131,1,-42.39440296718749,150.33499566175516,0
132,0,11.152999999999999,144.61999999999998,0
132,1,2.823365106434513,-45.76466188349247,0
132,0,-32.09929984842382,-49.39514877927139,0
132,1,-34.97957360277874,125.80342509992262,1
133,0,41.77649997815297,117.61370343608478,0
133,1,23.071104684724613,-67.31345254787882,1
133,0,-56.3753843796278,-76.3572249622408,1
133,1,-6.759199999999999,99.17799999999998,0
134,0,26.898650123480255,95.73652920653686,0
134,1,40.16390282693755,-88.98525140307801,1
134,0,10.375000000000002,-92.24599999999998,1
135,1,6.9839,74.181,0
135,0,32.525724167622506,71.48843614368235,0
135,1,36.846098311043555,-113.01075922792587,1
135,0,23.177,-114.54,1
136,1,3.2996999999999996,50.931,0
136,0,33.06694439741008,47.80620118867088,0
136,1,-3.209449448175678,-140.848632473274,1
136,0,-31.321999999999992,-143.79,1
136,1,-35.17499999999999,31.345999999999993,0
137,0,40.52139090600972,23.292379952508604,0
137,1,26.567490768124028,-161.41607614246038,1
137,0,-31.80399999999999,-167.45999999999998,1
138,1,2.8228000000000004,3.7411999999999996,0
138,0,63.42700000000001,-4.1157,0
138,1,14.371,173.67999999999998,1
138,0,-30.070680473154873,169.115695153328,1
138,1,-41.82426171606457,167.7139919332987,1
138,0,-54.182,165.92,1
139,1,49.38930683391042,154.1695761349593,1
139,0,44.385,153.47,1
139,1,12.283999999999997,149.85,1
139,0,-44.68900000000001,143.72,1
139,1,-25.923000000000002,-40.550999999999995,0
140,0,1.2269999999999999,-43.336,0
140,1,35.76585458588748,128.76646310082114,1
140,0,-37.00749642660217,121.07578060074447,1
140,1,-43.30598828334643,-62.12127158945031,1
141,0,22.988999999999994,-69.178,0
141,1,45.885886038601384,106.42967105535783,0
141,0,-7.316885902287734,100.6450958307694,0
142,1,10.348999999999998,-91.48999999999998,0
142,0,39.74206454817081,-94.70117757742577,0
142,1,28.272576977096577,80.67474220060272,1
142,0,4.4501,78.205,1
143,1,26.337999999999997,-116.76999999999997,0
143,0,34.77700507617604,-117.72261562357598,0
143,1,44.35305108568968,58.98405221290512,1
143,0,13.093999999999996,55.456999999999994,1
143,1,-31.513999999999996,-134.41,0
143,0,-6.1326,-137.08,0
144,1,35.773006350842905,34.291787994716664,0
144,0,-37.62630797258285,26.523737277648884,0
144,1,-33.05803046404552,-157.8518245763738,1
145,0,26.015,-163.98,0
145,1,44.6753332026958,11.790496659208184,1
145,0,-3.2244999999999995,6.578400000000001,1
145,1,-41.597556307906544,179.5617707500833,0
146,0,10.184999999999999,174.05,0
146,1,59.015282869635975,-9.536053007285682,0
146,0,50.533231606828295,-10.993486516194714,0
146,1,34.032,-13.15,1
146,0,6.5329,-16.064,1
146,1,-30.10390961253839,154.5736769445966,0
147,0,13.071999999999997,150.14,0
147,1,38.610019289903164,147.3374650653738,0
147,0,48.913449591402305,145.96730843564583,0
147,1,55.026,145.0,0
147,0,72.75599999999999,140.25,0
147,1,0.60518,-40.276999999999994,1
147,0,-26.717,-43.086,1
147,1,-35.636,131.58999999999997,0
148,0,40.4144006307241,123.4963072142824,0
148,1,20.17604690017859,-61.90866329432284,0
148,0,-57.74983316352627,-70.90032104440671,0
148,1,-11.76648173258059,105.3946750188786,1
149,0,27.334026441155768,101.39952202486214,0
149,1,39.826554470553944,-83.31639535172457,1
149,0,6.528499999999998,-86.923,1
150,1,2.9841000000000006,80.293,0
150,0,29.78499581877655,77.50844371431052,0
150,1,35.267527653562716,-107.48780228753918,1
150,0,20.140999999999995,-109.14999999999999,1
151,1,13.543000000000001,55.608,0
151,0,43.81278142546234,52.19936075663267,0
151,1,-8.279920408570074,-135.64742661076,1
151,0,-31.319000000000003,-138.08,1
151,1,-27.852,36.22399999999999,0
152,0,42.32825736424131,28.772844944370924,0
